COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS,POBLACION_OBJETIVO,PORC_COBERTURA
13123,13501,Melipilla,VACUNA VPH 5 BASICO,VPH_5basico,1,1810.0,0.1
13124,13124,Pudahuel,VACUNA BCG,BCG_RN,1673,1654.0,101.1
13124,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,2117,2396.0,88.4
13124,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,2003,2402.0,83.4
13124,13124,Pudahuel,VACUNA DTPA GESTANTES,dTpa_Gestantes,1588,2126.0,74.7
13124,13124,Pudahuel,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1871,1991.0,94.0
13124,13124,Pudahuel,VACUNA HEPATITIS B RN,HepB_RN,1678,1654.0,101.5
13124,13124,Pudahuel,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1736,1708.0,101.6
13124,13124,Pudahuel,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1787,1736.0,102.9
13124,13124,Pudahuel,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1813,1767.0,102.6
13124,13124,Pudahuel,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1886,1991.0,94.7
13124,13124,Pudahuel,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1826,1843.0,99.1
13124,13124,Pudahuel,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1745,1708.0,102.2
13124,13124,Pudahuel,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1788,1736.0,103.0
13124,13124,Pudahuel,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,318,1991.0,16.0
13124,13124,Pudahuel,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1737,1708.0,101.7
13124,13124,Pudahuel,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1788,1736.0,103.0
13124,13124,Pudahuel,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1822,1843.0,98.9
13124,13124,Pudahuel,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1686,2204.0,76.5
13124,13124,Pudahuel,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1821,1843.0,98.8
13124,13124,Pudahuel,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1662,2031.0,81.8
13124,13124,Pudahuel,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1901,1991.0,95.5
13124,13124,Pudahuel,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1704,2031.0,83.9
13124,13103,Cerro Navia,VACUNA VPH 4 BASICO,VPH_4basico,2,2638.0,0.1
13124,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,2165,2638.0,82.1
13124,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,1912,2475.0,77.3
13125,13125,Quilicura,VACUNA BCG,BCG_RN,1661,1665.0,99.8
13125,13125,Quilicura,VACUNA DTPA 1 BASICO,dTpa_1basico,2401,2844.0,84.4
13125,13125,Quilicura,VACUNA DTPA 8 BASICO,dTpa_8basico,2624,3167.0,82.9
13125,13125,Quilicura,VACUNA DTPA GESTANTES,dTpa_Gestantes,1522,2237.0,68.0
13125,13125,Quilicura,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2128,2157.0,98.7
13125,13125,Quilicura,VACUNA HEPATITIS B RN,HepB_RN,1666,1665.0,100.1
13125,13125,Quilicura,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1781,1704.0,104.5
13125,13125,Quilicura,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1809,1752.0,103.3
13125,13125,Quilicura,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1800,1790.0,100.6
13125,13125,Quilicura,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2121,2157.0,98.3
13125,13125,Quilicura,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1935,1956.0,98.9
13125,13125,Quilicura,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1797,1704.0,105.5
13125,13125,Quilicura,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1802,1752.0,102.9
13125,13125,Quilicura,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,310,2157.0,14.4
13125,13125,Quilicura,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1787,1704.0,104.9
13125,13125,Quilicura,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1808,1752.0,103.2
13125,13125,Quilicura,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1929,1956.0,98.6
13125,13125,Quilicura,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,908,1805.0,50.3
13125,13125,Quilicura,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1948,1956.0,99.6
13125,13125,Quilicura,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1741,2137.0,81.5
13125,13125,Quilicura,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2168,2157.0,100.5
13125,13125,Quilicura,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1793,2137.0,83.9
13125,13125,Quilicura,VACUNA VPH 4 BASICO,VPH_4basico,2616,3092.0,84.6
13125,13125,Quilicura,VACUNA VPH 5 BASICO,VPH_5basico,2221,3123.0,71.1
13126,13126,Quinta Normal,VACUNA BCG,BCG_RN,1090,1100.0,99.1
13126,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,16,1800.0,0.9
13126,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1800.0,0.1
13126,13103,Cerro Navia,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1800.0,0.1
13126,13106,Estación Central,VACUNA DTPA 1 BASICO,dTpa_1basico,36,1800.0,2.0
13126,13117,Lo Prado,VACUNA DTPA 1 BASICO,dTpa_1basico,14,1800.0,0.8
13126,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1800.0,0.1
13126,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1800.0,0.1
13126,13126,Quinta Normal,VACUNA DTPA 1 BASICO,dTpa_1basico,1414,1800.0,78.6
13126,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1800.0,0.1
13126,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1848.0,0.1
13126,13103,Cerro Navia,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1848.0,0.1
13126,13106,Estación Central,VACUNA DTPA 8 BASICO,dTpa_8basico,9,1848.0,0.5
13126,13117,Lo Prado,VACUNA DTPA 8 BASICO,dTpa_8basico,9,1848.0,0.5
13126,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,3,1848.0,0.2
13126,13126,Quinta Normal,VACUNA DTPA 8 BASICO,dTpa_8basico,1454,1848.0,78.7
13126,13126,Quinta Normal,VACUNA DTPA GESTANTES,dTpa_Gestantes,897,1388.0,64.6
13126,13126,Quinta Normal,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,959,1365.0,70.3
13126,13126,Quinta Normal,VACUNA HEPATITIS B RN,HepB_RN,1077,1100.0,97.9
13126,13126,Quinta Normal,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,951,1115.0,85.3
13126,13126,Quinta Normal,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,988,1172.0,84.3
13126,13126,Quinta Normal,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1003,1198.0,83.7
13126,13126,Quinta Normal,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,957,1365.0,70.1
13126,13126,Quinta Normal,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1043,1277.0,81.7
13126,13126,Quinta Normal,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,977,1115.0,87.6
13126,13126,Quinta Normal,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1006,1172.0,85.8
13126,13126,Quinta Normal,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136,1365.0,10.0
13126,13126,Quinta Normal,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,957,1115.0,85.8
13126,13126,Quinta Normal,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,991,1172.0,84.6
13126,13126,Quinta Normal,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1023,1277.0,80.1
13126,13126,Quinta Normal,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,536,1415.0,37.9
13126,13126,Quinta Normal,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1032,1277.0,80.8
13126,13126,Quinta Normal,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,766,1326.0,57.8
13126,13126,Quinta Normal,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,972,1365.0,71.2
13126,13126,Quinta Normal,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,792,1326.0,59.7
13126,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,6,1936.0,0.3
13126,13102,Cerrillos,VACUNA VPH 4 BASICO,VPH_4basico,1,1936.0,0.1
13126,13103,Cerro Navia,VACUNA VPH 4 BASICO,VPH_4basico,44,1936.0,2.3
13126,13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,16,1936.0,0.8
13126,13117,Lo Prado,VACUNA VPH 4 BASICO,VPH_4basico,6,1936.0,0.3
13126,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,5,1936.0,0.3
13126,13125,Quilicura,VACUNA VPH 4 BASICO,VPH_4basico,1,1936.0,0.1
13126,13126,Quinta Normal,VACUNA VPH 4 BASICO,VPH_4basico,1545,1936.0,79.8
13126,13127,Recoleta,VACUNA VPH 4 BASICO,VPH_4basico,1,1936.0,0.1
13126,13128,Renca,VACUNA VPH 4 BASICO,VPH_4basico,1,1936.0,0.1
13126,13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,1,1936.0,0.1
13126,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,3,1936.0,0.2
13126,13126,Quinta Normal,VACUNA VPH 5 BASICO,VPH_5basico,1343,1936.0,69.4
13127,13127,Recoleta,VACUNA BCG,BCG_RN,1251,1254.0,99.8
13127,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13104,Conchalí,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13106,Estación Central,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13108,Independencia,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,2,2064.0,0.1
13127,13118,Macul,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13125,Quilicura,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13126,Quinta Normal,VACUNA DTPA 1 BASICO,dTpa_1basico,2,2064.0,0.1
13127,13127,Recoleta,VACUNA DTPA 1 BASICO,dTpa_1basico,1813,2064.0,87.8
13127,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,3,2064.0,0.1
13127,13129,San Joaquín,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,4,2064.0,0.2
13127,13303,Tiltil,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,4,2064.0,0.2
13127,13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2064.0,0.0
13127,13103,Cerro Navia,VACUNA DTPA 8 BASICO,dTpa_8basico,1,2280.0,0.0
13127,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,1,2280.0,0.0
13127,13127,Recoleta,VACUNA DTPA 8 BASICO,dTpa_8basico,1915,2280.0,84.0
13127,13127,Recoleta,VACUNA DTPA GESTANTES,dTpa_Gestantes,1202,1674.0,71.8
13127,13127,Recoleta,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1378,1538.0,89.6
13127,13127,Recoleta,VACUNA HEPATITIS B RN,HepB_RN,1248,1254.0,99.5
13127,13127,Recoleta,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1373,1289.0,106.5
13127,13127,Recoleta,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1337,1326.0,100.8
13127,13127,Recoleta,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1312,1341.0,97.8
13127,13127,Recoleta,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1372,1538.0,89.2
13127,13127,Recoleta,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1321,1428.0,92.5
13127,13127,Recoleta,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1400,1289.0,108.6
13127,13127,Recoleta,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1366,1326.0,103.0
13127,13127,Recoleta,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,196,1538.0,12.7
13127,13127,Recoleta,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1373,1289.0,106.5
13127,13127,Recoleta,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1342,1326.0,101.2
13127,13127,Recoleta,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1297,1428.0,90.8
13127,13127,Recoleta,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,894,2036.0,43.9
13127,13127,Recoleta,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1303,1428.0,91.2
13127,13127,Recoleta,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1149,1599.0,71.9
13127,13127,Recoleta,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1393,1538.0,90.6
13127,13127,Recoleta,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1200,1599.0,75.0
13127,13104,Conchalí,VACUNA VPH 4 BASICO,VPH_4basico,4,2299.0,0.2
13127,13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,1,2299.0,0.0
13127,13107,Huechuraba,VACUNA VPH 4 BASICO,VPH_4basico,1,2299.0,0.0
13127,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,1,2299.0,0.0
13127,13125,Quilicura,VACUNA VPH 4 BASICO,VPH_4basico,1,2299.0,0.0
13127,13126,Quinta Normal,VACUNA VPH 4 BASICO,VPH_4basico,2,2299.0,0.1
13127,13127,Recoleta,VACUNA VPH 4 BASICO,VPH_4basico,2021,2299.0,87.9
13127,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,1,2299.0,0.0
13127,13101,Santiago,VACUNA VPH 5 BASICO,VPH_5basico,2,2243.0,0.1
13127,13105,El Bosque,VACUNA VPH 5 BASICO,VPH_5basico,1,2243.0,0.0
13127,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,1,2243.0,0.0
13127,13125,Quilicura,VACUNA VPH 5 BASICO,VPH_5basico,2,2243.0,0.1
13127,13126,Quinta Normal,VACUNA VPH 5 BASICO,VPH_5basico,2,2243.0,0.1
13127,13127,Recoleta,VACUNA VPH 5 BASICO,VPH_5basico,1689,2243.0,75.3
13127,13302,Lampa,VACUNA VPH 5 BASICO,VPH_5basico,1,2243.0,0.0
13128,13128,Renca,VACUNA BCG,BCG_RN,1236,1249.0,99.0
13128,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,1494,1662.0,89.9
13128,13128,Renca,VACUNA DTPA 8 BASICO,dTpa_8basico,1400,1853.0,75.6
13128,13128,Renca,VACUNA DTPA GESTANTES,dTpa_Gestantes,1100,1591.0,69.1
13128,13128,Renca,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1356,1518.0,89.3
13128,13128,Renca,VACUNA HEPATITIS B RN,HepB_RN,1238,1249.0,99.1
13128,13128,Renca,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1248,1280.0,97.5
13128,13128,Renca,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1285,1335.0,96.3
13128,13128,Renca,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1256,1312.0,95.7
13128,13128,Renca,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1363,1518.0,89.8
13128,13128,Renca,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1302,1430.0,91.0
13128,13128,Renca,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1255,1280.0,98.0
13128,13128,Renca,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1291,1335.0,96.7
13128,13128,Renca,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,214,1518.0,14.1
13128,13128,Renca,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1253,1280.0,97.9
13128,13128,Renca,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1289,1335.0,96.6
13128,13128,Renca,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1308,1430.0,91.5
13128,13128,Renca,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,798,1571.0,50.8
13128,13128,Renca,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1318,1430.0,92.2
13128,13128,Renca,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1138,1520.0,74.9
13128,13128,Renca,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1370,1518.0,90.3
13128,13128,Renca,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1229,1520.0,80.9
13128,13128,Renca,VACUNA VPH 4 BASICO,VPH_4basico,1593,1889.0,84.3
13128,13128,Renca,VACUNA VPH 5 BASICO,VPH_5basico,1210,1679.0,72.1
13129,13129,San Joaquín,VACUNA BCG,BCG_RN,657,673.0,97.6
13129,13129,San Joaquín,VACUNA DTPA 1 BASICO,dTpa_1basico,753,780.0,96.5
13129,13129,San Joaquín,VACUNA DTPA 8 BASICO,dTpa_8basico,759,807.0,94.1
13129,13129,San Joaquín,VACUNA DTPA GESTANTES,dTpa_Gestantes,606,857.0,70.7
13129,13129,San Joaquín,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,752,844.0,89.1
13129,13129,San Joaquín,VACUNA HEPATITIS B RN,HepB_RN,653,673.0,97.0
13129,13129,San Joaquín,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,703,715.0,98.3
13129,13129,San Joaquín,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,698,711.0,98.2
13129,13129,San Joaquín,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,720,724.0,99.4
13129,13129,San Joaquín,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,749,844.0,88.7
13129,13129,San Joaquín,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,733,766.0,95.7
13129,13129,San Joaquín,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,713,715.0,99.7
13129,13129,San Joaquín,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,700,711.0,98.5
13129,13129,San Joaquín,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,105,844.0,12.4
13129,13129,San Joaquín,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,708,715.0,99.0
13129,13129,San Joaquín,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,699,711.0,98.3
13129,13129,San Joaquín,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,725,766.0,94.6
13129,13129,San Joaquín,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,600,1097.0,54.7
13129,13129,San Joaquín,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,726,766.0,94.8
13129,13129,San Joaquín,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,627,819.0,76.6
13129,13129,San Joaquín,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,750,844.0,88.9
13129,13129,San Joaquín,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,653,819.0,79.7
13129,13129,San Joaquín,VACUNA VPH 4 BASICO,VPH_4basico,749,837.0,89.5
13129,13129,San Joaquín,VACUNA VPH 5 BASICO,VPH_5basico,634,791.0,80.2
13130,13130,San Miguel,VACUNA BCG,BCG_RN,1378,1422.0,96.9
13130,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,1486,1572.0,94.5
13130,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1572.0,0.1
13130,13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1730.0,0.1
13130,13121,Pedro Aguirre Cerda,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1730.0,0.1
13130,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,1589,1730.0,91.8
13130,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,2,1730.0,0.1
13130,13404,Paine,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1730.0,0.1
13130,13130,San Miguel,VACUNA DTPA GESTANTES,dTpa_Gestantes,1786,1793.0,99.6
13130,13130,San Miguel,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1388,1814.0,76.5
13130,13130,San Miguel,VACUNA HEPATITIS B RN,HepB_RN,1378,1422.0,96.9
13130,13130,San Miguel,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1342,1451.0,92.5
13130,13130,San Miguel,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1350,1501.0,89.9
13130,13130,San Miguel,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1381,1533.0,90.1
13130,13130,San Miguel,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1438,1814.0,79.3
13130,13130,San Miguel,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1457,1742.0,83.6
13130,13130,San Miguel,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1346,1451.0,92.8
13130,13130,San Miguel,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1352,1501.0,90.1
13130,13130,San Miguel,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,192,1814.0,10.6
13130,13130,San Miguel,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1347,1451.0,92.8
13130,13130,San Miguel,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1352,1501.0,90.1
13130,13130,San Miguel,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1462,1742.0,83.9
13130,13130,San Miguel,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,731,1331.0,54.9
13130,13130,San Miguel,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1459,1742.0,83.8
13130,13130,San Miguel,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1033,1713.0,60.3
13130,13130,San Miguel,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1459,1814.0,80.4
13130,13130,San Miguel,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1067,1713.0,62.3
13130,13130,San Miguel,VACUNA VPH 4 BASICO,VPH_4basico,1520,1628.0,93.4
13130,13130,San Miguel,VACUNA VPH 5 BASICO,VPH_5basico,1276,1572.0,81.2
13131,13131,San Ramón,VACUNA BCG,BCG_RN,571,608.0,93.9
13131,13131,San Ramón,VACUNA DTPA 1 BASICO,dTpa_1basico,788,864.0,91.2
13131,13131,San Ramón,VACUNA DTPA 8 BASICO,dTpa_8basico,973,1105.0,88.1
13131,13131,San Ramón,VACUNA DTPA GESTANTES,dTpa_Gestantes,517,806.0,64.1
13131,13131,San Ramón,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,651,770.0,84.5
13131,13131,San Ramón,VACUNA HEPATITIS B RN,HepB_RN,580,608.0,95.4
13131,13131,San Ramón,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,548,625.0,87.7
13131,13131,San Ramón,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,556,614.0,90.6
13131,13131,San Ramón,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,559,629.0,88.9
13131,13131,San Ramón,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,649,770.0,84.3
13131,13131,San Ramón,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,615,708.0,86.9
13131,13131,San Ramón,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,552,625.0,88.3
13131,13131,San Ramón,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,556,614.0,90.6
13131,13131,San Ramón,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,103,770.0,13.4
13131,13131,San Ramón,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,548,625.0,87.7
13131,13131,San Ramón,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,554,614.0,90.2
13131,13131,San Ramón,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,615,708.0,86.9
13131,13131,San Ramón,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,354,862.0,41.1
13131,13131,San Ramón,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,617,708.0,87.1
