COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS,POBLACION_OBJETIVO,PORC_COBERTURA
13131,13131,San Ramón,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,595,770.0,77.3
13131,13131,San Ramón,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,646,770.0,83.9
13131,13131,San Ramón,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,590,770.0,76.6
13131,13131,San Ramón,VACUNA VPH 4 BASICO,VPH_4basico,961,1106.0,86.9
13131,13131,San Ramón,VACUNA VPH 5 BASICO,VPH_5basico,867,1071.0,81.0
13132,13132,Vitacura,VACUNA BCG,BCG_RN,1126,1112.0,101.3
13132,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13103,Cerro Navia,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13104,Conchalí,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,3,1265.0,0.2
13132,13108,Independencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,4,1265.0,0.3
13132,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,6,1265.0,0.5
13132,13114,Las Condes,VACUNA DTPA 1 BASICO,dTpa_1basico,76,1265.0,6.0
13132,13115,Lo Barnechea,VACUNA DTPA 1 BASICO,dTpa_1basico,11,1265.0,0.9
13132,13118,Macul,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,14,1265.0,1.1
13132,13121,Pedro Aguirre Cerda,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,9,1265.0,0.7
13132,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13125,Quilicura,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13132,Vitacura,VACUNA DTPA 1 BASICO,dTpa_1basico,1430,1265.0,113.0
13132,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13203,San José de Maipo,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,4,1265.0,0.3
13132,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,3,1265.0,0.2
13132,13501,Melipilla,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13601,Talagante,VACUNA DTPA 1 BASICO,dTpa_1basico,2,1265.0,0.2
13132,13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,1,1265.0,0.1
13132,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1258.0,0.1
13132,13107,Huechuraba,VACUNA DTPA 8 BASICO,dTpa_8basico,2,1258.0,0.2
13132,13111,La Granja,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1258.0,0.1
13132,13113,La Reina,VACUNA DTPA 8 BASICO,dTpa_8basico,2,1258.0,0.2
13132,13114,Las Condes,VACUNA DTPA 8 BASICO,dTpa_8basico,30,1258.0,2.4
13132,13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,2,1258.0,0.2
13132,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,3,1258.0,0.2
13132,13123,Providencia,VACUNA DTPA 8 BASICO,dTpa_8basico,3,1258.0,0.2
13132,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,1,1258.0,0.1
13132,13132,Vitacura,VACUNA DTPA 8 BASICO,dTpa_8basico,1287,1258.0,102.3
13132,13501,Melipilla,VACUNA DTPA 8 BASICO,dTpa_8basico,2,1258.0,0.2
13132,13601,Talagante,VACUNA DTPA 8 BASICO,dTpa_8basico,2,1258.0,0.2
13132,13132,Vitacura,VACUNA DTPA GESTANTES,dTpa_Gestantes,915,1341.0,68.2
13132,13132,Vitacura,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,653,1028.0,63.5
13132,13132,Vitacura,VACUNA HEPATITIS B RN,HepB_RN,1235,1112.0,111.1
13132,13132,Vitacura,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,965,1110.0,86.9
13132,13132,Vitacura,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,960,1112.0,86.3
13132,13132,Vitacura,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,946,1122.0,84.3
13132,13132,Vitacura,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,833,1028.0,81.0
13132,13132,Vitacura,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,873,1079.0,80.9
13132,13132,Vitacura,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1000,1110.0,90.1
13132,13132,Vitacura,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,975,1112.0,87.7
13132,13132,Vitacura,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,184,1028.0,17.9
13132,13132,Vitacura,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,960,1110.0,86.5
13132,13132,Vitacura,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,957,1112.0,86.1
13132,13132,Vitacura,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,890,1079.0,82.5
13132,13132,Vitacura,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,634,1109.0,57.2
13132,13132,Vitacura,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,905,1079.0,83.9
13132,13132,Vitacura,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,869,1281.0,67.8
13132,13132,Vitacura,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,858,1028.0,83.5
13132,13132,Vitacura,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,910,1281.0,71.0
13132,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,2,1448.0,0.1
13132,13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13107,Huechuraba,VACUNA VPH 4 BASICO,VPH_4basico,4,1448.0,0.3
13132,13108,Independencia,VACUNA VPH 4 BASICO,VPH_4basico,2,1448.0,0.1
13132,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,2,1448.0,0.1
13132,13113,La Reina,VACUNA VPH 4 BASICO,VPH_4basico,3,1448.0,0.2
13132,13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,46,1448.0,3.2
13132,13115,Lo Barnechea,VACUNA VPH 4 BASICO,VPH_4basico,2,1448.0,0.1
13132,13116,Lo Espejo,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13118,Macul,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,7,1448.0,0.5
13132,13122,Peñalolén,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13123,Providencia,VACUNA VPH 4 BASICO,VPH_4basico,3,1448.0,0.2
13132,13125,Quilicura,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13127,Recoleta,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13130,San Miguel,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13132,Vitacura,VACUNA VPH 4 BASICO,VPH_4basico,1390,1448.0,96.0
13132,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13301,Colina,VACUNA VPH 4 BASICO,VPH_4basico,3,1448.0,0.2
13132,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,2,1448.0,0.1
13132,13503,Curacavi,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13601,Talagante,VACUNA VPH 4 BASICO,VPH_4basico,1,1448.0,0.1
13132,13101,Santiago,VACUNA VPH 5 BASICO,VPH_5basico,1,1395.0,0.1
13132,13107,Huechuraba,VACUNA VPH 5 BASICO,VPH_5basico,4,1395.0,0.3
13132,13113,La Reina,VACUNA VPH 5 BASICO,VPH_5basico,2,1395.0,0.1
13132,13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,32,1395.0,2.3
13132,13115,Lo Barnechea,VACUNA VPH 5 BASICO,VPH_5basico,7,1395.0,0.5
13132,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,1,1395.0,0.1
13132,13120,Ñuñoa,VACUNA VPH 5 BASICO,VPH_5basico,4,1395.0,0.3
13132,13122,Peñalolén,VACUNA VPH 5 BASICO,VPH_5basico,3,1395.0,0.2
13132,13123,Providencia,VACUNA VPH 5 BASICO,VPH_5basico,2,1395.0,0.1
13132,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,1,1395.0,0.1
13132,13132,Vitacura,VACUNA VPH 5 BASICO,VPH_5basico,1270,1395.0,91.0
13132,13403,Calera De Tango,VACUNA VPH 5 BASICO,VPH_5basico,1,1395.0,0.1
13201,13201,Puente Alto,VACUNA BCG,BCG_RN,4203,4277.0,98.3
13201,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,2,6274.0,0.0
13201,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,5659,6274.0,90.2
13201,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,6455,7506.0,86.0
13201,13201,Puente Alto,VACUNA DTPA GESTANTES,dTpa_Gestantes,3665,5308.0,69.0
13201,13201,Puente Alto,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,4122,5070.0,81.3
13201,13201,Puente Alto,VACUNA HEPATITIS B RN,HepB_RN,4211,4277.0,98.5
13201,13201,Puente Alto,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3966,4372.0,90.7
13201,13201,Puente Alto,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,4001,4454.0,89.8
13201,13201,Puente Alto,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3985,4520.0,88.2
13201,13201,Puente Alto,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,4153,5070.0,81.9
13201,13201,Puente Alto,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,4035,4763.0,84.7
13201,13201,Puente Alto,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3965,4372.0,90.7
13201,13201,Puente Alto,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3985,4454.0,89.5
13201,13201,Puente Alto,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,661,5070.0,13.0
13201,13201,Puente Alto,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3971,4372.0,90.8
13201,13201,Puente Alto,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3997,4454.0,89.7
13201,13201,Puente Alto,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,4091,4763.0,85.9
13201,13201,Puente Alto,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,2408,5629.0,42.8
13201,13201,Puente Alto,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,4122,4763.0,86.5
13201,13201,Puente Alto,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,3710,5070.0,73.2
13201,13201,Puente Alto,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,4142,5070.0,81.7
13201,13201,Puente Alto,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,3694,5070.0,72.9
13201,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,1,7412.0,0.0
13201,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,1,7412.0,0.0
13201,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,6436,7412.0,86.8
13201,13202,Pirque,VACUNA VPH 4 BASICO,VPH_4basico,1,7412.0,0.0
13201,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,1,7045.0,0.0
13201,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,5289,7045.0,75.1
13202,13202,Pirque,VACUNA BCG,BCG_RN,203,262.0,77.5
13202,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1,307.0,0.3
13202,13202,Pirque,VACUNA DTPA 1 BASICO,dTpa_1basico,318,307.0,103.6
13202,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1,307.0,0.3
13202,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,1,296.0,0.3
13202,13202,Pirque,VACUNA DTPA 8 BASICO,dTpa_8basico,273,296.0,92.2
13202,13202,Pirque,VACUNA DTPA GESTANTES,dTpa_Gestantes,215,283.0,76.0
13202,13202,Pirque,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,254,269.0,94.4
13202,13202,Pirque,VACUNA HEPATITIS B RN,HepB_RN,217,262.0,82.8
13202,13202,Pirque,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,268,281.0,95.4
13202,13202,Pirque,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,275,291.0,94.5
13202,13202,Pirque,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,274,290.0,94.5
13202,13202,Pirque,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,272,269.0,101.1
13202,13202,Pirque,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,267,300.0,89.0
13202,13202,Pirque,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,268,281.0,95.4
13202,13202,Pirque,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,276,291.0,94.8
13202,13202,Pirque,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,50,269.0,18.6
13202,13202,Pirque,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,270,281.0,96.1
13202,13202,Pirque,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,277,291.0,95.2
13202,13202,Pirque,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,285,300.0,95.0
13202,13202,Pirque,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,243,317.0,76.7
13202,13202,Pirque,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,287,300.0,95.7
13202,13202,Pirque,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,250,270.0,92.6
13202,13202,Pirque,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,272,269.0,101.1
13202,13202,Pirque,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,247,270.0,91.5
13202,13202,Pirque,VACUNA VPH 4 BASICO,VPH_4basico,337,355.0,94.9
13202,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,1,355.0,0.3
13202,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,3,328.0,0.9
13202,13202,Pirque,VACUNA VPH 5 BASICO,VPH_5basico,264,328.0,80.5
13203,13203,San José de Maipo,VACUNA BCG,BCG_RN,98,125.0,78.4
13203,13203,San José de Maipo,VACUNA DTPA 1 BASICO,dTpa_1basico,156,167.0,93.4
13203,13129,San Joaquín,VACUNA DTPA 8 BASICO,dTpa_8basico,2,195.0,1.0
13203,13203,San José de Maipo,VACUNA DTPA 8 BASICO,dTpa_8basico,145,195.0,74.4
13203,13203,San José de Maipo,VACUNA DTPA GESTANTES,dTpa_Gestantes,221,160.0,138.1
13203,13203,San José de Maipo,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,129,129.0,100.0
13203,13203,San José de Maipo,VACUNA HEPATITIS B RN,HepB_RN,103,125.0,82.4
13203,13203,San José de Maipo,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,139,128.0,108.6
13203,13203,San José de Maipo,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,139,122.0,113.9
13203,13203,San José de Maipo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,139,123.0,113.0
13203,13203,San José de Maipo,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,130,129.0,100.8
13203,13203,San José de Maipo,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,126,118.0,106.8
13203,13203,San José de Maipo,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,138,128.0,107.8
13203,13203,San José de Maipo,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,137,122.0,112.3
13203,13203,San José de Maipo,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,12,129.0,9.3
13203,13203,San José de Maipo,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,139,128.0,108.6
13203,13203,San José de Maipo,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,140,122.0,114.8
13203,13203,San José de Maipo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,129,118.0,109.3
13203,13203,San José de Maipo,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,82,190.0,43.2
13203,13203,San José de Maipo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,131,118.0,111.0
13203,13203,San José de Maipo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,150,153.0,98.0
13203,13203,San José de Maipo,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,128,129.0,99.2
13203,13203,San José de Maipo,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,149,153.0,97.4
13203,13129,San Joaquín,VACUNA VPH 4 BASICO,VPH_4basico,1,189.0,0.5
13203,13203,San José de Maipo,VACUNA VPH 4 BASICO,VPH_4basico,174,189.0,92.1
13203,13203,San José de Maipo,VACUNA VPH 5 BASICO,VPH_5basico,121,180.0,67.2
13301,13301,Colina,VACUNA BCG,BCG_RN,1769,1816.0,97.4
13301,13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,1,2728.0,0.0
13301,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,2539,2728.0,93.1
13301,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,7,2728.0,0.3
13301,13301,Colina,VACUNA DTPA 8 BASICO,dTpa_8basico,2707,3100.0,87.3
13301,13302,Lampa,VACUNA DTPA 8 BASICO,dTpa_8basico,1,3100.0,0.0
13301,13301,Colina,VACUNA DTPA GESTANTES,dTpa_Gestantes,1611,2185.0,73.7
13301,13301,Colina,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2177,2130.0,102.2
13301,13301,Colina,VACUNA HEPATITIS B RN,HepB_RN,1732,1816.0,95.4
13301,13301,Colina,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1866,1823.0,102.4
13301,13301,Colina,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1934,1866.0,103.6
13301,13301,Colina,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2016,1915.0,105.3
13301,13301,Colina,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2197,2130.0,103.1
13301,13301,Colina,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2157,2064.0,104.5
13301,13301,Colina,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1888,1823.0,103.6
13301,13301,Colina,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1940,1866.0,104.0
13301,13301,Colina,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,497,2130.0,23.3
13301,13301,Colina,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1864,1823.0,102.2
13301,13301,Colina,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1930,1866.0,103.4
13301,13301,Colina,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,2158,2064.0,104.6
13301,13301,Colina,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,593,1269.0,46.7
13301,13301,Colina,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2159,2064.0,104.6
13301,13301,Colina,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2036,2087.0,97.6
13301,13301,Colina,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2228,2130.0,104.6
13301,13301,Colina,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2109,2087.0,101.1
13301,13301,Colina,VACUNA VPH 4 BASICO,VPH_4basico,2785,2962.0,94.0
13301,13302,Lampa,VACUNA VPH 4 BASICO,VPH_4basico,4,2962.0,0.1
13301,13125,Quilicura,VACUNA VPH 5 BASICO,VPH_5basico,2,2974.0,0.1
13301,13301,Colina,VACUNA VPH 5 BASICO,VPH_5basico,2396,2974.0,80.6
13301,13302,Lampa,VACUNA VPH 5 BASICO,VPH_5basico,2,2974.0,0.1
13302,13302,Lampa,VACUNA BCG,BCG_RN,1408,1494.0,94.2
13302,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,1658,1915.0,86.6
13302,13302,Lampa,VACUNA DTPA 8 BASICO,dTpa_8basico,1360,1698.0,80.1
13302,13302,Lampa,VACUNA DTPA GESTANTES,dTpa_Gestantes,1051,1885.0,55.8
13302,13302,Lampa,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1341,1762.0,76.1
13302,13302,Lampa,VACUNA HEPATITIS B RN,HepB_RN,1413,1494.0,94.6
13302,13302,Lampa,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1238,1464.0,84.6
13302,13302,Lampa,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1266,1521.0,83.2
13302,13302,Lampa,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1305,1561.0,83.6
13302,13302,Lampa,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1365,1762.0,77.5
13302,13302,Lampa,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1346,1622.0,83.0
13302,13302,Lampa,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1256,1464.0,85.8
13302,13302,Lampa,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1283,1521.0,84.4
13302,13302,Lampa,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,276,1762.0,15.7
13302,13302,Lampa,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1247,1464.0,85.2
13302,13302,Lampa,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1274,1521.0,83.8
13302,13302,Lampa,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1340,1622.0,82.6
13302,13302,Lampa,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,463,842.0,55.0
13302,13302,Lampa,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1349,1622.0,83.2
13302,13302,Lampa,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1225,1801.0,68.0
13302,13302,Lampa,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1377,1762.0,78.1
13302,13302,Lampa,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1250,1801.0,69.4
13302,13302,Lampa,VACUNA VPH 4 BASICO,VPH_4basico,1362,1989.0,68.5
13302,13302,Lampa,VACUNA VPH 5 BASICO,VPH_5basico,1251,1817.0,68.8
13303,13303,Tiltil,VACUNA BCG,BCG_RN,178,186.0,95.7
13303,13303,Tiltil,VACUNA DTPA 1 BASICO,dTpa_1basico,275,273.0,100.7
13303,13303,Tiltil,VACUNA DTPA 8 BASICO,dTpa_8basico,229,263.0,87.1
13303,13303,Tiltil,VACUNA DTPA GESTANTES,dTpa_Gestantes,175,264.0,66.3
13303,13303,Tiltil,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,192,206.0,93.2
13303,13303,Tiltil,VACUNA HEPATITIS B RN,HepB_RN,178,186.0,95.7
13303,13303,Tiltil,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,180,190.0,94.7
13303,13303,Tiltil,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,172,191.0,90.1
13303,13303,Tiltil,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,180,189.0,95.2
13303,13303,Tiltil,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,193,206.0,93.7
13303,13303,Tiltil,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,186,197.0,94.4
13303,13303,Tiltil,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,179,190.0,94.2
13303,13303,Tiltil,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,172,191.0,90.1
13303,13303,Tiltil,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,31,206.0,15.0
13303,13303,Tiltil,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,180,190.0,94.7
13303,13303,Tiltil,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,173,191.0,90.6
13303,13303,Tiltil,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,185,197.0,93.9
13303,13303,Tiltil,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,147,219.0,67.1
13303,13303,Tiltil,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,188,197.0,95.4
13303,13303,Tiltil,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,229,252.0,90.9
13303,13303,Tiltil,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,205,206.0,99.5
13303,13303,Tiltil,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,240,252.0,95.2
13303,13303,Tiltil,VACUNA VPH 4 BASICO,VPH_4basico,280,314.0,89.2
