COD_COMUNA_JOIN,COMUNA_CALCULO,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS,POBLACION_OBJETIVO,PORC_COBERTURA
13105,El Bosque,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1300,1175.0,110.6
13105,El Bosque,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,233,1450.0,16.1
13105,El Bosque,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1279,1153.0,110.9
13105,El Bosque,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1298,1175.0,110.5
13105,El Bosque,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1443,1341.0,107.6
13105,El Bosque,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1506,1738.0,86.7
13105,El Bosque,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1448,1341.0,108.0
13105,El Bosque,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1402,1434.0,97.8
13105,El Bosque,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1583,1450.0,109.2
13105,El Bosque,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1420,1434.0,99.0
13105,El Bosque,VACUNA VPH 4 BASICO,VPH_4basico,2194,2607.0,84.2
13105,El Bosque,VACUNA VPH 5 BASICO,VPH_5basico,1973,2528.0,78.0
13106,Estación Central,VACUNA BCG,BCG_RN,1056,1754.0,60.2
13106,Estación Central,VACUNA DTPA 1 BASICO,dTpa_1basico,1456,1857.0,78.4
13106,Estación Central,VACUNA DTPA 8 BASICO,dTpa_8basico,1393,1811.0,76.9
13106,Estación Central,VACUNA DTPA GESTANTES,dTpa_Gestantes,1181,2284.0,51.7
13106,Estación Central,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1478,2272.0,65.1
13106,Estación Central,VACUNA HEPATITIS B RN,HepB_RN,1058,1754.0,60.3
13106,Estación Central,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1400,1820.0,76.9
13106,Estación Central,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1433,1886.0,76.0
13106,Estación Central,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1426,1930.0,73.9
13106,Estación Central,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1482,2272.0,65.2
13106,Estación Central,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1504,2099.0,71.7
13106,Estación Central,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1418,1820.0,77.9
13106,Estación Central,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1431,1886.0,75.9
13106,Estación Central,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,168,2272.0,7.4
13106,Estación Central,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1408,1820.0,77.4
13106,Estación Central,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1435,1886.0,76.1
13106,Estación Central,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1453,2099.0,69.2
13106,Estación Central,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,603,1975.0,30.5
13106,Estación Central,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1479,2099.0,70.5
13106,Estación Central,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1114,2182.0,51.1
13106,Estación Central,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1487,2272.0,65.4
13106,Estación Central,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1142,2182.0,52.3
13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,1544,1932.0,79.9
13106,Estación Central,VACUNA VPH 5 BASICO,VPH_5basico,1501,1909.0,78.6
13107,Huechuraba,VACUNA BCG,BCG_RN,800,820.0,97.6
13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,922,1004.0,91.8
13107,Huechuraba,VACUNA DTPA 8 BASICO,dTpa_8basico,1047,1166.0,89.8
13107,Huechuraba,VACUNA DTPA GESTANTES,dTpa_Gestantes,736,939.0,78.4
13107,Huechuraba,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,847,880.0,96.2
13107,Huechuraba,VACUNA HEPATITIS B RN,HepB_RN,787,820.0,96.0
13107,Huechuraba,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,835,818.0,102.1
13107,Huechuraba,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,811,796.0,101.9
13107,Huechuraba,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,802,789.0,101.6
13107,Huechuraba,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,873,880.0,99.2
13107,Huechuraba,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,842,815.0,103.3
13107,Huechuraba,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,839,818.0,102.6
13107,Huechuraba,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,815,796.0,102.4
13107,Huechuraba,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,196,880.0,22.3
13107,Huechuraba,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,834,818.0,102.0
13107,Huechuraba,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,815,796.0,102.4
13107,Huechuraba,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,858,815.0,105.3
13107,Huechuraba,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,518,903.0,57.4
13107,Huechuraba,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,855,815.0,104.9
13107,Huechuraba,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,752,897.0,83.8
13107,Huechuraba,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,871,880.0,99.0
13107,Huechuraba,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,756,897.0,84.3
13107,Huechuraba,VACUNA VPH 4 BASICO,VPH_4basico,1103,1218.0,90.6
13107,Huechuraba,VACUNA VPH 5 BASICO,VPH_5basico,1005,1147.0,87.6
13108,Independencia,VACUNA BCG,BCG_RN,829,1118.0,74.2
13108,Independencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1264,1373.0,92.1
13108,Independencia,VACUNA DTPA 8 BASICO,dTpa_8basico,1303,1454.0,89.6
13108,Independencia,VACUNA DTPA GESTANTES,dTpa_Gestantes,943,1456.0,64.8
13108,Independencia,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1172,1373.0,85.4
13108,Independencia,VACUNA HEPATITIS B RN,HepB_RN,825,1118.0,73.8
13108,Independencia,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1085,1116.0,97.2
13108,Independencia,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1047,1117.0,93.7
13108,Independencia,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1072,1154.0,92.9
13108,Independencia,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1160,1373.0,84.5
13108,Independencia,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1156,1243.0,93.0
13108,Independencia,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1139,1116.0,102.1
13108,Independencia,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1094,1117.0,97.9
13108,Independencia,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,173,1373.0,12.6
13108,Independencia,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1096,1116.0,98.2
13108,Independencia,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1049,1117.0,93.9
13108,Independencia,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1117,1243.0,89.9
13108,Independencia,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,820,1265.0,64.8
13108,Independencia,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1120,1243.0,90.1
13108,Independencia,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,940,1391.0,67.6
13108,Independencia,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1161,1373.0,84.6
13108,Independencia,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,994,1391.0,71.5
13108,Independencia,VACUNA VPH 4 BASICO,VPH_4basico,1321,1455.0,90.8
13108,Independencia,VACUNA VPH 5 BASICO,VPH_5basico,1256,1434.0,87.6
13109,La Cisterna,VACUNA BCG,BCG_RN,677,886.0,76.4
13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1330,1447.0,91.9
13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,1633,1819.0,89.8
13109,La Cisterna,VACUNA DTPA GESTANTES,dTpa_Gestantes,637,984.0,64.7
13109,La Cisterna,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,790,974.0,81.1
13109,La Cisterna,VACUNA HEPATITIS B RN,HepB_RN,676,886.0,76.3
13109,La Cisterna,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,764,898.0,85.1
13109,La Cisterna,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,798,926.0,86.2
13109,La Cisterna,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,770,911.0,84.5
13109,La Cisterna,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,796,974.0,81.7
13109,La Cisterna,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,838,948.0,88.4
13109,La Cisterna,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,767,898.0,85.4
13109,La Cisterna,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,797,926.0,86.1
13109,La Cisterna,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,132,974.0,13.6
13109,La Cisterna,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,768,898.0,85.5
13109,La Cisterna,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,797,926.0,86.1
13109,La Cisterna,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,823,948.0,86.8
13109,La Cisterna,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,855,1064.0,80.4
13109,La Cisterna,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,832,948.0,87.8
13109,La Cisterna,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,730,940.0,77.7
13109,La Cisterna,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,808,974.0,83.0
13109,La Cisterna,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,737,940.0,78.4
13109,La Cisterna,VACUNA VPH 4 BASICO,VPH_4basico,1543,1651.0,93.5
13109,La Cisterna,VACUNA VPH 5 BASICO,VPH_5basico,1486,1658.0,89.6
13110,La Florida,VACUNA BCG,BCG_RN,2951,2911.0,101.4
13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,4343,4425.0,98.1
13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,4873,5429.0,89.8
13110,La Florida,VACUNA DTPA GESTANTES,dTpa_Gestantes,2716,3474.0,78.2
13110,La Florida,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3418,3394.0,100.7
13110,La Florida,VACUNA HEPATITIS B RN,HepB_RN,2942,2911.0,101.1
13110,La Florida,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3426,2898.0,118.2
13110,La Florida,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3546,3027.0,117.1
13110,La Florida,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3504,3074.0,114.0
13110,La Florida,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3438,3394.0,101.3
13110,La Florida,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3509,3244.0,108.2
13110,La Florida,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3442,2898.0,118.8
13110,La Florida,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3540,3027.0,116.9
13110,La Florida,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,572,3394.0,16.9
13110,La Florida,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3429,2898.0,118.3
13110,La Florida,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3546,3027.0,117.1
13110,La Florida,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3515,3244.0,108.4
13110,La Florida,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,3303,4802.0,68.8
13110,La Florida,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3548,3244.0,109.4
13110,La Florida,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2891,3318.0,87.1
13110,La Florida,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3472,3394.0,102.3
13110,La Florida,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2907,3318.0,87.6
13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,4819,5246.0,91.9
13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,4637,5184.0,89.4
13111,La Granja,VACUNA BCG,BCG_RN,733,837.0,87.6
13111,La Granja,VACUNA DTPA 1 BASICO,dTpa_1basico,1151,1332.0,86.4
13111,La Granja,VACUNA DTPA 8 BASICO,dTpa_8basico,1253,1431.0,87.6
13111,La Granja,VACUNA DTPA GESTANTES,dTpa_Gestantes,814,1049.0,77.6
13111,La Granja,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1054,1012.0,104.2
13111,La Granja,VACUNA HEPATITIS B RN,HepB_RN,726,837.0,86.7
13111,La Granja,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,938,848.0,110.6
13111,La Granja,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,962,853.0,112.8
13111,La Granja,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,969,886.0,109.4
13111,La Granja,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1055,1012.0,104.2
13111,La Granja,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1005,959.0,104.8
13111,La Granja,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,945,848.0,111.4
13111,La Granja,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,967,853.0,113.4
13111,La Granja,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,182,1012.0,18.0
13111,La Granja,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,941,848.0,111.0
13111,La Granja,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,964,853.0,113.0
13111,La Granja,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1011,959.0,105.4
13111,La Granja,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,898,1360.0,66.0
