COD_COMUNA_JOIN,COMUNA_CALCULO,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS,POBLACION_OBJETIVO,PORC_COBERTURA
13111,La Granja,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1011,959.0,105.4
13111,La Granja,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,975,1002.0,97.3
13111,La Granja,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1050,1012.0,103.8
13111,La Granja,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,981,1002.0,97.9
13111,La Granja,VACUNA VPH 4 BASICO,VPH_4basico,1351,1463.0,92.3
13111,La Granja,VACUNA VPH 5 BASICO,VPH_5basico,1321,1474.0,89.6
13112,La Pintana,VACUNA BCG,BCG_RN,1322,1489.0,88.8
13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,1961,2220.0,88.3
13112,La Pintana,VACUNA DTPA 8 BASICO,dTpa_8basico,2041,2453.0,83.2
13112,La Pintana,VACUNA DTPA GESTANTES,dTpa_Gestantes,1124,2004.0,56.1
13112,La Pintana,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1522,1853.0,82.1
13112,La Pintana,VACUNA HEPATITIS B RN,HepB_RN,1339,1489.0,89.9
13112,La Pintana,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1344,1554.0,86.5
13112,La Pintana,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1366,1580.0,86.5
13112,La Pintana,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1394,1606.0,86.8
13112,La Pintana,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1528,1853.0,82.5
13112,La Pintana,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1432,1751.0,81.8
13112,La Pintana,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1348,1554.0,86.7
13112,La Pintana,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1370,1580.0,86.7
13112,La Pintana,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,224,1853.0,12.1
13112,La Pintana,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1344,1554.0,86.5
13112,La Pintana,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1367,1580.0,86.5
13112,La Pintana,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1430,1751.0,81.7
13112,La Pintana,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,904,1915.0,47.2
13112,La Pintana,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1456,1751.0,83.2
13112,La Pintana,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1403,1914.0,73.3
13112,La Pintana,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1529,1853.0,82.5
13112,La Pintana,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1410,1914.0,73.7
13112,La Pintana,VACUNA VPH 4 BASICO,VPH_4basico,2204,2554.0,86.3
13112,La Pintana,VACUNA VPH 5 BASICO,VPH_5basico,2113,2451.0,86.2
13113,La Reina,VACUNA BCG,BCG_RN,504,505.0,99.8
13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,1541,1388.0,111.0
13113,La Reina,VACUNA DTPA 8 BASICO,dTpa_8basico,1561,1707.0,91.4
13113,La Reina,VACUNA DTPA GESTANTES,dTpa_Gestantes,417,657.0,63.5
13113,La Reina,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,503,596.0,84.4
13113,La Reina,VACUNA HEPATITIS B RN,HepB_RN,481,505.0,95.2
13113,La Reina,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,496,526.0,94.3
13113,La Reina,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,529,540.0,98.0
13113,La Reina,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,534,550.0,97.1
13113,La Reina,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,621,596.0,104.2
13113,La Reina,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,546,572.0,95.5
13113,La Reina,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,511,526.0,97.1
13113,La Reina,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,532,540.0,98.5
13113,La Reina,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,134,596.0,22.5
13113,La Reina,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,496,526.0,94.3
13113,La Reina,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,534,540.0,98.9
13113,La Reina,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,573,572.0,100.2
13113,La Reina,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,710,1104.0,64.3
13113,La Reina,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,579,572.0,101.2
13113,La Reina,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,558,628.0,88.9
13113,La Reina,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,626,596.0,105.0
13113,La Reina,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,563,628.0,89.6
13113,La Reina,VACUNA VPH 4 BASICO,VPH_4basico,1791,1833.0,97.7
13113,La Reina,VACUNA VPH 5 BASICO,VPH_5basico,1577,1742.0,90.5
13114,Las Condes,VACUNA BCG,BCG_RN,2554,2562.0,99.7
13114,Las Condes,VACUNA DTPA 1 BASICO,dTpa_1basico,2529,2569.0,98.4
13114,Las Condes,VACUNA DTPA 8 BASICO,dTpa_8basico,2790,3031.0,92.0
13114,Las Condes,VACUNA DTPA GESTANTES,dTpa_Gestantes,2659,3085.0,86.2
13114,Las Condes,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2216,2832.0,78.2
13114,Las Condes,VACUNA HEPATITIS B RN,HepB_RN,2634,2562.0,102.8
13114,Las Condes,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2857,2618.0,109.1
13114,Las Condes,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,2885,2637.0,109.4
13114,Las Condes,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2923,2704.0,108.1
13114,Las Condes,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2875,2832.0,101.5
13114,Las Condes,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2815,2779.0,101.3
13114,Las Condes,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2925,2618.0,111.7
13114,Las Condes,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,2921,2637.0,110.8
13114,Las Condes,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,739,2832.0,26.1
13114,Las Condes,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2863,2618.0,109.4
13114,Las Condes,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,2892,2637.0,109.7
13114,Las Condes,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3000,2779.0,108.0
13114,Las Condes,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1997,3605.0,55.4
13114,Las Condes,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2991,2779.0,107.6
13114,Las Condes,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2473,2947.0,83.9
13114,Las Condes,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2856,2832.0,100.8
13114,Las Condes,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2488,2947.0,84.4
13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,2652,2885.0,91.9
13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,2589,2831.0,91.5
13115,Lo Barnechea,VACUNA BCG,BCG_RN,883,884.0,99.9
13115,Lo Barnechea,VACUNA DTPA 1 BASICO,dTpa_1basico,1286,1247.0,103.1
13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,1447,1624.0,89.1
13115,Lo Barnechea,VACUNA DTPA GESTANTES,dTpa_Gestantes,795,1139.0,69.8
13115,Lo Barnechea,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1042,1044.0,99.8
13115,Lo Barnechea,VACUNA HEPATITIS B RN,HepB_RN,825,884.0,93.3
13115,Lo Barnechea,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,991,884.0,112.1
13115,Lo Barnechea,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,962,874.0,110.1
13115,Lo Barnechea,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1018,931.0,109.3
13115,Lo Barnechea,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1120,1044.0,107.3
13115,Lo Barnechea,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1099,1041.0,105.6
13115,Lo Barnechea,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1026,884.0,116.1
13115,Lo Barnechea,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,986,874.0,112.8
13115,Lo Barnechea,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,274,1044.0,26.2
13115,Lo Barnechea,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,987,884.0,111.7
13115,Lo Barnechea,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,963,874.0,110.2
13115,Lo Barnechea,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1127,1041.0,108.3
13115,Lo Barnechea,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,613,1057.0,58.0
13115,Lo Barnechea,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1131,1041.0,108.6
13115,Lo Barnechea,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1043,1088.0,95.9
13115,Lo Barnechea,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1119,1044.0,107.2
13115,Lo Barnechea,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1050,1088.0,96.5
13115,Lo Barnechea,VACUNA VPH 4 BASICO,VPH_4basico,1516,1592.0,95.2
13115,Lo Barnechea,VACUNA VPH 5 BASICO,VPH_5basico,1400,1529.0,91.6
13116,Lo Espejo,VACUNA BCG,BCG_RN,614,685.0,89.6
13116,Lo Espejo,VACUNA DTPA 1 BASICO,dTpa_1basico,747,844.0,88.5
13116,Lo Espejo,VACUNA DTPA 8 BASICO,dTpa_8basico,777,900.0,86.3
13116,Lo Espejo,VACUNA DTPA GESTANTES,dTpa_Gestantes,616,967.0,63.7
13116,Lo Espejo,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,881,910.0,96.8
13116,Lo Espejo,VACUNA HEPATITIS B RN,HepB_RN,598,685.0,87.3
13116,Lo Espejo,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,738,722.0,102.2
13116,Lo Espejo,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,754,733.0,102.9
13116,Lo Espejo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,758,753.0,100.7
13116,Lo Espejo,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,875,910.0,96.2
13116,Lo Espejo,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,879,857.0,102.6
13116,Lo Espejo,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,757,722.0,104.8
13116,Lo Espejo,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,762,733.0,104.0
13116,Lo Espejo,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136,910.0,14.9
13116,Lo Espejo,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,745,722.0,103.2
13116,Lo Espejo,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,755,733.0,103.0
13116,Lo Espejo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,869,857.0,101.4
13116,Lo Espejo,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,888,991.0,89.6
13116,Lo Espejo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,873,857.0,101.9
13116,Lo Espejo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,791,924.0,85.6
13116,Lo Espejo,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,885,910.0,97.3
13116,Lo Espejo,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,808,924.0,87.4
13116,Lo Espejo,VACUNA VPH 4 BASICO,VPH_4basico,745,838.0,88.9
13116,Lo Espejo,VACUNA VPH 5 BASICO,VPH_5basico,734,867.0,84.7
13117,Lo Prado,VACUNA BCG,BCG_RN,580,597.0,97.2
13117,Lo Prado,VACUNA DTPA 1 BASICO,dTpa_1basico,829,959.0,86.4
13117,Lo Prado,VACUNA DTPA 8 BASICO,dTpa_8basico,844,986.0,85.6
13117,Lo Prado,VACUNA DTPA GESTANTES,dTpa_Gestantes,692,803.0,86.2
13117,Lo Prado,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1015,816.0,124.4
13117,Lo Prado,VACUNA HEPATITIS B RN,HepB_RN,598,597.0,100.2
13117,Lo Prado,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,756,616.0,122.7
13117,Lo Prado,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,818,661.0,123.8
13117,Lo Prado,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,857,705.0,121.6
13117,Lo Prado,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1008,816.0,123.5
13117,Lo Prado,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,955,763.0,125.2
13117,Lo Prado,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,768,616.0,124.7
13117,Lo Prado,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,827,661.0,125.1
13117,Lo Prado,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,163,816.0,20.0
13117,Lo Prado,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,760,616.0,123.4
13117,Lo Prado,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,819,661.0,123.9
13117,Lo Prado,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,940,763.0,123.2
13117,Lo Prado,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,785,1018.0,77.1
13117,Lo Prado,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,952,763.0,124.8
13117,Lo Prado,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,859,767.0,112.0
13117,Lo Prado,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1009,816.0,123.7
13117,Lo Prado,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,870,767.0,113.4
13117,Lo Prado,VACUNA VPH 4 BASICO,VPH_4basico,1061,1092.0,97.2
13117,Lo Prado,VACUNA VPH 5 BASICO,VPH_5basico,873,997.0,87.6
13118,Macul,VACUNA BCG,BCG_RN,873,908.0,96.1
13118,Macul,VACUNA DTPA 1 BASICO,dTpa_1basico,951,1039.0,91.5
13118,Macul,VACUNA DTPA 8 BASICO,dTpa_8basico,953,1096.0,87.0
13118,Macul,VACUNA DTPA GESTANTES,dTpa_Gestantes,724,1151.0,62.9
13118,Macul,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,873,1127.0,77.5
13118,Macul,VACUNA HEPATITIS B RN,HepB_RN,868,908.0,95.6
13118,Macul,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,847,894.0,94.7
13118,Macul,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,852,919.0,92.7
13118,Macul,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,857,958.0,89.5
13118,Macul,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,910,1127.0,80.7
13118,Macul,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,872,1044.0,83.5
13118,Macul,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,854,894.0,95.5
13118,Macul,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,850,919.0,92.5
13118,Macul,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,175,1127.0,15.5
13118,Macul,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,847,894.0,94.7
13118,Macul,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,847,919.0,92.2
13118,Macul,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,880,1044.0,84.3
13118,Macul,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,708,1474.0,48.0
13118,Macul,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,891,1044.0,85.3
13118,Macul,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,734,1099.0,66.8
13118,Macul,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,910,1127.0,80.7
13118,Macul,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,737,1099.0,67.1
13118,Macul,VACUNA VPH 4 BASICO,VPH_4basico,1177,1304.0,90.3
13118,Macul,VACUNA VPH 5 BASICO,VPH_5basico,1022,1200.0,85.2
13119,Maipú,VACUNA BCG,BCG_RN,3245,3375.0,96.1
13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,5096,5674.0,89.8
13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,5852,6892.0,84.9
13119,Maipú,VACUNA DTPA GESTANTES,dTpa_Gestantes,2455,4284.0,57.3
13119,Maipú,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3520,4180.0,84.2
13119,Maipú,VACUNA HEPATITIS B RN,HepB_RN,3204,3375.0,94.9
13119,Maipú,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3218,3440.0,93.5
13119,Maipú,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3219,3460.0,93.0
13119,Maipú,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3229,3541.0,91.2
13119,Maipú,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3556,4180.0,85.1
13119,Maipú,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3441,3863.0,89.1
13119,Maipú,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3235,3440.0,94.0
13119,Maipú,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3225,3460.0,93.2
13119,Maipú,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,584,4180.0,14.0
13119,Maipú,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3221,3440.0,93.6
13119,Maipú,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3219,3460.0,93.0
13119,Maipú,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3458,3863.0,89.5
13119,Maipú,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,3267,5656.0,57.8
13119,Maipú,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3472,3863.0,89.9
13119,Maipú,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2928,4092.0,71.6
13119,Maipú,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3561,4180.0,85.2
13119,Maipú,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2945,4092.0,72.0
13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,5836,6519.0,89.5
13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,5571,6420.0,86.8
13120,Ñuñoa,VACUNA BCG,BCG_RN,1863,1953.0,95.4
13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,2024,2146.0,94.3
13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,2360,2634.0,89.6
13120,Ñuñoa,VACUNA DTPA GESTANTES,dTpa_Gestantes,1762,2362.0,74.6
13120,Ñuñoa,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1704,2207.0,77.2
13120,Ñuñoa,VACUNA HEPATITIS B RN,HepB_RN,1827,1953.0,93.5
13120,Ñuñoa,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2027,2017.0,100.5
13120,Ñuñoa,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1969,1986.0,99.1
13120,Ñuñoa,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1953,1973.0,99.0
13120,Ñuñoa,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2015,2207.0,91.3
13120,Ñuñoa,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1954,2032.0,96.2
13120,Ñuñoa,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2046,2017.0,101.4
13120,Ñuñoa,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1976,1986.0,99.5
13120,Ñuñoa,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,495,2207.0,22.4
13120,Ñuñoa,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2026,2017.0,100.4
13120,Ñuñoa,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1970,1986.0,99.2
13120,Ñuñoa,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1987,2032.0,97.8
13120,Ñuñoa,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1454,2611.0,55.7
13120,Ñuñoa,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1990,2032.0,97.9
13120,Ñuñoa,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1627,2256.0,72.1
13120,Ñuñoa,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2009,2207.0,91.0
13120,Ñuñoa,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1628,2256.0,72.2
13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,2129,2322.0,91.7
13120,Ñuñoa,VACUNA VPH 5 BASICO,VPH_5basico,2080,2304.0,90.3
13121,Pedro Aguirre Cerda,VACUNA BCG,BCG_RN,582,687.0,84.7
13121,Pedro Aguirre Cerda,VACUNA DTPA 1 BASICO,dTpa_1basico,990,1142.0,86.7
13121,Pedro Aguirre Cerda,VACUNA DTPA 8 BASICO,dTpa_8basico,1013,1223.0,82.8
13121,Pedro Aguirre Cerda,VACUNA DTPA GESTANTES,dTpa_Gestantes,623,906.0,68.8
13121,Pedro Aguirre Cerda,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,938,911.0,103.0
13121,Pedro Aguirre Cerda,VACUNA HEPATITIS B RN,HepB_RN,572,687.0,83.3
13121,Pedro Aguirre Cerda,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,686,661.0,103.8
13121,Pedro Aguirre Cerda,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,687,656.0,104.7
13121,Pedro Aguirre Cerda,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,713,674.0,105.8
13121,Pedro Aguirre Cerda,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,942,911.0,103.4
13121,Pedro Aguirre Cerda,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,821,774.0,106.1
13121,Pedro Aguirre Cerda,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,689,661.0,104.2
13121,Pedro Aguirre Cerda,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,689,656.0,105.0
13121,Pedro Aguirre Cerda,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,149,911.0,16.4
13121,Pedro Aguirre Cerda,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,688,661.0,104.1
13121,Pedro Aguirre Cerda,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,686,656.0,104.6
13121,Pedro Aguirre Cerda,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,822,774.0,106.2
13121,Pedro Aguirre Cerda,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,825,1216.0,67.8
13121,Pedro Aguirre Cerda,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,826,774.0,106.7
13121,Pedro Aguirre Cerda,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,804,865.0,92.9
13121,Pedro Aguirre Cerda,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,950,911.0,104.3
13121,Pedro Aguirre Cerda,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,821,865.0,94.9
13121,Pedro Aguirre Cerda,VACUNA VPH 4 BASICO,VPH_4basico,1106,1280.0,86.4
13121,Pedro Aguirre Cerda,VACUNA VPH 5 BASICO,VPH_5basico,1081,1285.0,84.1
13122,Peñalolén,VACUNA BCG,BCG_RN,1524,1715.0,88.9
13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,2185,2255.0,96.9
13122,Peñalolén,VACUNA DTPA 8 BASICO,dTpa_8basico,2706,2936.0,92.2
13122,Peñalolén,VACUNA DTPA GESTANTES,dTpa_Gestantes,1461,2031.0,71.9
13122,Peñalolén,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1908,2071.0,92.1
13122,Peñalolén,VACUNA HEPATITIS B RN,HepB_RN,1539,1715.0,89.7
13122,Peñalolén,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1769,1789.0,98.9
13122,Peñalolén,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1816,1843.0,98.5
13122,Peñalolén,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1855,1871.0,99.1
13122,Peñalolén,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2080,2071.0,100.4
13122,Peñalolén,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1942,2002.0,97.0
