COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13107,13107,Huechuraba,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,195
13107,13107,Huechuraba,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,833
13107,13107,Huechuraba,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,814
13107,13107,Huechuraba,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,857
13107,13107,Huechuraba,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,480
13107,13107,Huechuraba,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,854
13107,13107,Huechuraba,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,744
13107,13107,Huechuraba,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,907
13107,13107,Huechuraba,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,779
13107,13107,Huechuraba,VACUNA VPH 4 BASICO,VPH_4basico,1053
13107,13107,Huechuraba,VACUNA VPH 5 BASICO,VPH_5basico,907
13108,13108,Independencia,VACUNA BCG,BCG_RN,1127
13108,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13104,Conchalí,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13108,13105,El Bosque,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13108,Independencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1248
13108,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13125,Quilicura,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13108,13126,Quinta Normal,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13127,Recoleta,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13108,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13108,13106,Estación Central,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13108,13107,Huechuraba,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13108,13108,Independencia,VACUNA DTPA 8 BASICO,dTpa_8basico,1275
13108,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13108,13125,Quilicura,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13108,13127,Recoleta,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13108,13301,Colina,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13108,13302,Lampa,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13108,13108,Independencia,VACUNA DTPA GESTANTES,dTpa_Gestantes,987
13108,13108,Independencia,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1166
13108,13108,Independencia,VACUNA HEPATITIS B RN,HepB_RN,1129
13108,13108,Independencia,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1087
13108,13108,Independencia,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1049
13108,13108,Independencia,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1072
13108,13108,Independencia,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1155
13108,13108,Independencia,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1151
13108,13108,Independencia,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1134
13108,13108,Independencia,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1089
13108,13108,Independencia,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,173
13108,13108,Independencia,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1097
13108,13108,Independencia,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1050
13108,13108,Independencia,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1114
13108,13108,Independencia,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,838
13108,13108,Independencia,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1115
13108,13108,Independencia,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,928
13108,13108,Independencia,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1181
13108,13108,Independencia,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1000
13108,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,1
13108,13104,Conchalí,VACUNA VPH 4 BASICO,VPH_4basico,2
13108,13107,Huechuraba,VACUNA VPH 4 BASICO,VPH_4basico,1
13108,13108,Independencia,VACUNA VPH 4 BASICO,VPH_4basico,1254
13108,13125,Quilicura,VACUNA VPH 4 BASICO,VPH_4basico,1
13108,13301,Colina,VACUNA VPH 4 BASICO,VPH_4basico,2
13108,13302,Lampa,VACUNA VPH 4 BASICO,VPH_4basico,1
13108,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,1
13108,13501,Melipilla,VACUNA VPH 4 BASICO,VPH_4basico,1
13108,13101,Santiago,VACUNA VPH 5 BASICO,VPH_5basico,1
13108,13107,Huechuraba,VACUNA VPH 5 BASICO,VPH_5basico,1
13108,13108,Independencia,VACUNA VPH 5 BASICO,VPH_5basico,1128
13108,13127,Recoleta,VACUNA VPH 5 BASICO,VPH_5basico,2
13108,13128,Renca,VACUNA VPH 5 BASICO,VPH_5basico,1
13108,13604,Padre Hurtado,VACUNA VPH 5 BASICO,VPH_5basico,1
13109,13109,La Cisterna,VACUNA BCG,BCG_RN,793
13109,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1359
13109,13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,1741
13109,13109,La Cisterna,VACUNA DTPA GESTANTES,dTpa_Gestantes,698
13109,13109,La Cisterna,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,782
13109,13109,La Cisterna,VACUNA HEPATITIS B RN,HepB_RN,792
13109,13109,La Cisterna,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,764
13109,13109,La Cisterna,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,798
13109,13109,La Cisterna,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,769
13109,13109,La Cisterna,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,788
13109,13109,La Cisterna,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,833
13109,13109,La Cisterna,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,765
13109,13109,La Cisterna,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,798
13109,13109,La Cisterna,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,128
13109,13109,La Cisterna,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,768
13109,13109,La Cisterna,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,798
13109,13109,La Cisterna,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,821
13109,13109,La Cisterna,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,836
13109,13109,La Cisterna,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,830
13109,13109,La Cisterna,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,723
13109,13109,La Cisterna,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,800
13109,13109,La Cisterna,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,733
13109,13108,Independencia,VACUNA VPH 4 BASICO,VPH_4basico,1
13109,13109,La Cisterna,VACUNA VPH 4 BASICO,VPH_4basico,1494
13109,13108,Independencia,VACUNA VPH 5 BASICO,VPH_5basico,1
13109,13109,La Cisterna,VACUNA VPH 5 BASICO,VPH_5basico,1376
13110,13110,La Florida,VACUNA BCG,BCG_RN,3163
13110,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13110,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13110,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13110,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,4198
13110,13111,La Granja,VACUNA DTPA 1 BASICO,dTpa_1basico,6
13110,13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13110,13118,Macul,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13110,13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13110,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13110,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13110,13131,San Ramón,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13110,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,31
13110,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13110,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13110,13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13110,13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,4739
13110,13111,La Granja,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13110,13118,Macul,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13110,13122,Peñalolén,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13110,13129,San Joaquín,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13110,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,6
13110,13202,Pirque,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13110,13110,La Florida,VACUNA DTPA GESTANTES,dTpa_Gestantes,2935
13110,13110,La Florida,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3409
13110,13110,La Florida,VACUNA HEPATITIS B RN,HepB_RN,3146
13110,13110,La Florida,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3425
13110,13110,La Florida,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3545
13110,13110,La Florida,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3505
13110,13110,La Florida,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3424
13110,13110,La Florida,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3503
13110,13110,La Florida,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3435
13110,13110,La Florida,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3539
13110,13110,La Florida,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,569
13110,13110,La Florida,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3428
13110,13110,La Florida,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3543
13110,13110,La Florida,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3512
13110,13110,La Florida,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,2975
13110,13110,La Florida,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3542
13110,13110,La Florida,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2855
13110,13110,La Florida,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3459
13110,13110,La Florida,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2882
13110,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,4592
13110,13111,La Granja,VACUNA VPH 4 BASICO,VPH_4basico,3
13110,13112,La Pintana,VACUNA VPH 4 BASICO,VPH_4basico,1
13110,13118,Macul,VACUNA VPH 4 BASICO,VPH_4basico,3
13110,13129,San Joaquín,VACUNA VPH 4 BASICO,VPH_4basico,3
13110,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,11
13110,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,1
13110,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,1
13110,13404,Paine,VACUNA VPH 4 BASICO,VPH_4basico,1
13110,13105,El Bosque,VACUNA VPH 5 BASICO,VPH_5basico,1
13110,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,4021
13110,13112,La Pintana,VACUNA VPH 5 BASICO,VPH_5basico,1
13110,13116,Lo Espejo,VACUNA VPH 5 BASICO,VPH_5basico,1
13110,13118,Macul,VACUNA VPH 5 BASICO,VPH_5basico,1
13110,13130,San Miguel,VACUNA VPH 5 BASICO,VPH_5basico,1
13110,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,10
13110,13202,Pirque,VACUNA VPH 5 BASICO,VPH_5basico,1
13110,13402,Buin,VACUNA VPH 5 BASICO,VPH_5basico,1
13111,13111,La Granja,VACUNA BCG,BCG_RN,796
13111,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13111,13111,La Granja,VACUNA DTPA 1 BASICO,dTpa_1basico,1134
13111,13121,Pedro Aguirre Cerda,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13111,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13111,13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13111,13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,6
13111,13111,La Granja,VACUNA DTPA 8 BASICO,dTpa_8basico,1180
13111,13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13111,13111,La Granja,VACUNA DTPA GESTANTES,dTpa_Gestantes,858
13111,13111,La Granja,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1048
13111,13111,La Granja,VACUNA HEPATITIS B RN,HepB_RN,792
13111,13111,La Granja,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,938
13111,13111,La Granja,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,962
13111,13111,La Granja,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,968
13111,13111,La Granja,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1051
13111,13111,La Granja,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1004
13111,13111,La Granja,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,945
13111,13111,La Granja,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,967
13111,13111,La Granja,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,181
13111,13111,La Granja,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,941
13111,13111,La Granja,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,965
13111,13111,La Granja,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1011
13111,13111,La Granja,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,869
13111,13111,La Granja,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1009
13111,13111,La Granja,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,973
13111,13111,La Granja,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1043
13111,13111,La Granja,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,980
13111,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,4
13111,13111,La Granja,VACUNA VPH 4 BASICO,VPH_4basico,1280
13111,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,1
13111,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,2
13111,13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,2
13111,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,4
13111,13111,La Granja,VACUNA VPH 5 BASICO,VPH_5basico,1105
13111,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,1
13112,13112,La Pintana,VACUNA BCG,BCG_RN,1374
13112,13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,1952
13112,13131,San Ramón,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13112,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13112,13102,Cerrillos,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13112,13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13112,13111,La Granja,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13112,13112,La Pintana,VACUNA DTPA 8 BASICO,dTpa_8basico,1893
13112,13116,Lo Espejo,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13112,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13112,13131,San Ramón,VACUNA DTPA 8 BASICO,dTpa_8basico,14
13112,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13112,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13112,13404,Paine,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13112,13112,La Pintana,VACUNA DTPA GESTANTES,dTpa_Gestantes,1230
13112,13112,La Pintana,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1511
13112,13112,La Pintana,VACUNA HEPATITIS B RN,HepB_RN,1396
13112,13112,La Pintana,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1345
13112,13112,La Pintana,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1366
13112,13112,La Pintana,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1394
13112,13112,La Pintana,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1519
13112,13112,La Pintana,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1430
13112,13112,La Pintana,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1349
13112,13112,La Pintana,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1369
13112,13112,La Pintana,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,220
13112,13112,La Pintana,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1344
13112,13112,La Pintana,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1367
13112,13112,La Pintana,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1427
13112,13112,La Pintana,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,856
13112,13112,La Pintana,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1452
13112,13112,La Pintana,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1393
13112,13112,La Pintana,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1509
13112,13112,La Pintana,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1400
13112,13109,La Cisterna,VACUNA VPH 4 BASICO,VPH_4basico,1
13112,13112,La Pintana,VACUNA VPH 4 BASICO,VPH_4basico,2045
13112,13116,Lo Espejo,VACUNA VPH 4 BASICO,VPH_4basico,1
13112,13131,San Ramón,VACUNA VPH 4 BASICO,VPH_4basico,4
13112,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,1
13112,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,1
13112,13105,El Bosque,VACUNA VPH 5 BASICO,VPH_5basico,1
13112,13112,La Pintana,VACUNA VPH 5 BASICO,VPH_5basico,1652
13112,13131,San Ramón,VACUNA VPH 5 BASICO,VPH_5basico,4
13113,13113,La Reina,VACUNA BCG,BCG_RN,513
13113,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13113,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,1417
13113,13114,Las Condes,VACUNA DTPA 1 BASICO,dTpa_1basico,38
13113,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,10
13113,13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,5
13113,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,9
13113,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13202,Pirque,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13113,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13501,Melipilla,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13603,Isla De Maipo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13113,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13113,13112,La Pintana,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13113,13113,La Reina,VACUNA DTPA 8 BASICO,dTpa_8basico,1506
13113,13114,Las Condes,VACUNA DTPA 8 BASICO,dTpa_8basico,13
13113,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13113,13121,Pedro Aguirre Cerda,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13122,Peñalolén,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13123,Providencia,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13113,13127,Recoleta,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13129,San Joaquín,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13113,13301,Colina,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13113,13113,La Reina,VACUNA DTPA GESTANTES,dTpa_Gestantes,444
13113,13113,La Reina,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,502
13113,13113,La Reina,VACUNA HEPATITIS B RN,HepB_RN,493
13113,13113,La Reina,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,496
13113,13113,La Reina,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,528
13113,13113,La Reina,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,536
13113,13113,La Reina,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,614
13113,13113,La Reina,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,546
13113,13113,La Reina,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,507
13113,13113,La Reina,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,532
13113,13113,La Reina,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,133
13113,13113,La Reina,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,496
13113,13113,La Reina,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,533
13113,13113,La Reina,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,574
13113,13113,La Reina,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,685
13113,13113,La Reina,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,578
13113,13113,La Reina,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,551
13113,13113,La Reina,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,629
13113,13113,La Reina,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,570
13113,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,2
13113,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,1
13113,13112,La Pintana,VACUNA VPH 4 BASICO,VPH_4basico,1
13113,13113,La Reina,VACUNA VPH 4 BASICO,VPH_4basico,1672
13113,13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,17
13113,13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,3
13113,13122,Peñalolén,VACUNA VPH 4 BASICO,VPH_4basico,4
13113,13123,Providencia,VACUNA VPH 4 BASICO,VPH_4basico,5
13113,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,1
13113,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,1
13113,13112,La Pintana,VACUNA VPH 5 BASICO,VPH_5basico,6
13113,13113,La Reina,VACUNA VPH 5 BASICO,VPH_5basico,1381
13113,13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,11
13113,13120,Ñuñoa,VACUNA VPH 5 BASICO,VPH_5basico,3
13113,13122,Peñalolén,VACUNA VPH 5 BASICO,VPH_5basico,1
13113,13123,Providencia,VACUNA VPH 5 BASICO,VPH_5basico,1
13113,13127,Recoleta,VACUNA VPH 5 BASICO,VPH_5basico,1
13113,13401,San Bernardo,VACUNA VPH 5 BASICO,VPH_5basico,1
13113,13404,Paine,VACUNA VPH 5 BASICO,VPH_5basico,1
13113,13602,El Monte,VACUNA VPH 5 BASICO,VPH_5basico,1
13114,13114,Las Condes,VACUNA BCG,BCG_RN,2616
13114,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,10
13114,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13104,Conchalí,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13114,13106,Estación Central,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13108,Independencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13110,La Florida,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,8
13114,13114,Las Condes,VACUNA DTPA 1 BASICO,dTpa_1basico,2389
13114,13115,Lo Barnechea,VACUNA DTPA 1 BASICO,dTpa_1basico,15
13114,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13114,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,5
13114,13122,Peñalolén,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,14
13114,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13126,Quinta Normal,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13114,13127,Recoleta,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13129,San Joaquín,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13114,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13114,13132,Vitacura,VACUNA DTPA 1 BASICO,dTpa_1basico,12
