COD_COMUNA_JOIN,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13115,VACUNA VPH 5 BASICO,VPH_5basico,1195
13116,VACUNA BCG,BCG_RN,609
13116,VACUNA DTPA 1 BASICO,dTpa_1basico,748
13116,VACUNA DTPA 8 BASICO,dTpa_8basico,718
13116,VACUNA DTPA GESTANTES,dTpa_Gestantes,653
13116,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,879
13116,VACUNA HEPATITIS B RN,HepB_RN,592
13116,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,738
13116,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,753
13116,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,756
13116,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,873
13116,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,873
13116,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,757
13116,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,759
13116,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136
13116,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,745
13116,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,754
13116,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,867
13116,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,820
13116,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,871
13116,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,782
13116,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,877
13116,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,797
13116,VACUNA VPH 4 BASICO,VPH_4basico,695
13116,VACUNA VPH 5 BASICO,VPH_5basico,615
13117,VACUNA BCG,BCG_RN,580
13117,VACUNA DTPA 1 BASICO,dTpa_1basico,838
13117,VACUNA DTPA 8 BASICO,dTpa_8basico,825
13117,VACUNA DTPA GESTANTES,dTpa_Gestantes,726
13117,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1007
13117,VACUNA HEPATITIS B RN,HepB_RN,598
13117,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,756
13117,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,818
13117,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,856
13117,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1002
13117,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,951
13117,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,765
13117,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,826
13117,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,163
13117,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,760
13117,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,819
13117,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,937
13117,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,711
13117,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,949
13117,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,848
13117,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1001
13117,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,860
13117,VACUNA VPH 4 BASICO,VPH_4basico,995
13117,VACUNA VPH 5 BASICO,VPH_5basico,747
13118,VACUNA BCG,BCG_RN,874
13118,VACUNA DTPA 1 BASICO,dTpa_1basico,907
13118,VACUNA DTPA 8 BASICO,dTpa_8basico,958
13118,VACUNA DTPA GESTANTES,dTpa_Gestantes,756
13118,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,869
13118,VACUNA HEPATITIS B RN,HepB_RN,868
13118,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,847
13118,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,850
13118,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,853
13118,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,906
13118,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,867
13118,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,854
13118,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,848
13118,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,174
13118,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,847
13118,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,845
13118,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,875
13118,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,640
13118,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,886
13118,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,726
13118,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,905
13118,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,727
13118,VACUNA VPH 4 BASICO,VPH_4basico,1103
13118,VACUNA VPH 5 BASICO,VPH_5basico,924
13119,VACUNA BCG,BCG_RN,3237
13119,VACUNA DTPA 1 BASICO,dTpa_1basico,5060
13119,VACUNA DTPA 8 BASICO,dTpa_8basico,5675
13119,VACUNA DTPA GESTANTES,dTpa_Gestantes,2682
13119,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3492
13119,VACUNA HEPATITIS B RN,HepB_RN,3194
13119,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3217
13119,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3217
13119,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3216
13119,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3528
13119,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3427
13119,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3236
13119,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3221
13119,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,580
13119,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3221
13119,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3217
13119,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3444
13119,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,2941
13119,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3460
13119,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2904
13119,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3530
13119,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2926
13119,VACUNA VPH 4 BASICO,VPH_4basico,5648
13119,VACUNA VPH 5 BASICO,VPH_5basico,4931
13120,VACUNA BCG,BCG_RN,1863
13120,VACUNA DTPA 1 BASICO,dTpa_1basico,2040
13120,VACUNA DTPA 8 BASICO,dTpa_8basico,2313
13120,VACUNA DTPA GESTANTES,dTpa_Gestantes,1871
13120,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1698
13120,VACUNA HEPATITIS B RN,HepB_RN,1827
13120,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2028
13120,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1971
13120,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1951
13120,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2005
13120,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1949
13120,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2044
13120,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1976
13120,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,491
13120,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2028
13120,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1970
13120,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1984
13120,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1296
13120,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1985
13120,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1605
13120,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1993
13120,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1609
13120,VACUNA VPH 4 BASICO,VPH_4basico,2097
13120,VACUNA VPH 5 BASICO,VPH_5basico,1899
13121,VACUNA BCG,BCG_RN,578
13121,VACUNA DTPA 1 BASICO,dTpa_1basico,993
13121,VACUNA DTPA 8 BASICO,dTpa_8basico,967
13121,VACUNA DTPA GESTANTES,dTpa_Gestantes,663
13121,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,933
13121,VACUNA HEPATITIS B RN,HepB_RN,568
13121,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,686
13121,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,687
13121,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,712
13121,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,937
13121,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,820
13121,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,689
13121,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,687
13121,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,148
13121,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,686
13121,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,685
13121,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,821
13121,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,752
13121,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,825
13121,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,799
13121,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,939
13121,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,814
13121,VACUNA VPH 4 BASICO,VPH_4basico,1075
13121,VACUNA VPH 5 BASICO,VPH_5basico,927
13122,VACUNA BCG,BCG_RN,1523
13122,VACUNA DTPA 1 BASICO,dTpa_1basico,2167
13122,VACUNA DTPA 8 BASICO,dTpa_8basico,2593
13122,VACUNA DTPA GESTANTES,dTpa_Gestantes,1539
13122,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1895
13122,VACUNA HEPATITIS B RN,HepB_RN,1539
13122,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1769
13122,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1813
13122,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1850
13122,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2068
13122,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1936
13122,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1774
13122,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1811
13122,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,349
13122,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1765
13122,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1808
13122,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,2009
13122,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,995
13122,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2023
13122,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1708
13122,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2061
13122,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1727
13122,VACUNA VPH 4 BASICO,VPH_4basico,2584
13122,VACUNA VPH 5 BASICO,VPH_5basico,2131
13123,VACUNA BCG,BCG_RN,1204
13123,VACUNA DTPA 1 BASICO,dTpa_1basico,1484
13123,VACUNA DTPA 8 BASICO,dTpa_8basico,2032
13123,VACUNA DTPA GESTANTES,dTpa_Gestantes,1227
13123,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1033
13123,VACUNA HEPATITIS B RN,HepB_RN,1147
13123,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1287
13123,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1244
13123,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1233
13123,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1208
13123,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1139
13123,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1290
13123,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1237
13123,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,271
13123,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1284
13123,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1231
13123,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1188
13123,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,692
13123,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1200
13123,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,996
13123,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1205
13123,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1013
13123,VACUNA VPH 4 BASICO,VPH_4basico,1570
13123,VACUNA VPH 5 BASICO,VPH_5basico,1336
13124,VACUNA BCG,BCG_RN,1643
13124,VACUNA DTPA 1 BASICO,dTpa_1basico,2148
13124,VACUNA DTPA 8 BASICO,dTpa_8basico,2015
13124,VACUNA DTPA GESTANTES,dTpa_Gestantes,1585
13124,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1870
13124,VACUNA HEPATITIS B RN,HepB_RN,1648
13124,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1736
13124,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1787
13124,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1813
13124,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1886
13124,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1826
13124,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1745
13124,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1788
13124,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,318
13124,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1737
13124,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1788
13124,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1822
13124,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1576
13124,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1821
13124,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1662
13124,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1866
13124,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1676
13124,VACUNA VPH 4 BASICO,VPH_4basico,2184
13124,VACUNA VPH 5 BASICO,VPH_5basico,1928
13125,VACUNA BCG,BCG_RN,1509
13125,VACUNA DTPA 1 BASICO,dTpa_1basico,2416
13125,VACUNA DTPA 8 BASICO,dTpa_8basico,2621
13125,VACUNA DTPA GESTANTES,dTpa_Gestantes,1521
13125,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2128
13125,VACUNA HEPATITIS B RN,HepB_RN,1512
13125,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1781
13125,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1806
13125,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1797
13125,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2121
13125,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1934
13125,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1797
13125,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1800
13125,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,310
13125,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1787
13125,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1807
13125,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1929
13125,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,861
13125,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1948
13125,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1741
13125,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2129
13125,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1753
13125,VACUNA VPH 4 BASICO,VPH_4basico,2624
13125,VACUNA VPH 5 BASICO,VPH_5basico,2229
13126,VACUNA BCG,BCG_RN,968
13126,VACUNA DTPA 1 BASICO,dTpa_1basico,1425
13126,VACUNA DTPA 8 BASICO,dTpa_8basico,1452
13126,VACUNA DTPA GESTANTES,dTpa_Gestantes,894
13126,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,959
13126,VACUNA HEPATITIS B RN,HepB_RN,958
13126,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,951
13126,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,988
13126,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1002
13126,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,957
13126,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1043
13126,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,977
13126,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1005
13126,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136
13126,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,957
13126,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,991
13126,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1023
13126,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,516
13126,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1032
13126,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,766
13126,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,950
13126,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,774
13126,VACUNA VPH 4 BASICO,VPH_4basico,1549
13126,VACUNA VPH 5 BASICO,VPH_5basico,1348
13127,VACUNA BCG,BCG_RN,1018
13127,VACUNA DTPA 1 BASICO,dTpa_1basico,1820
13127,VACUNA DTPA 8 BASICO,dTpa_8basico,1918
13127,VACUNA DTPA GESTANTES,dTpa_Gestantes,1200
13127,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1377
13127,VACUNA HEPATITIS B RN,HepB_RN,1014
13127,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1373
13127,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1337
13127,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1312
13127,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1372
13127,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1320
13127,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1400
13127,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1366
13127,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,196
13127,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1373
13127,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1342
13127,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1297
13127,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,838
13127,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1303
13127,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1149
13127,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1361
13127,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1184
13127,VACUNA VPH 4 BASICO,VPH_4basico,2028
13127,VACUNA VPH 5 BASICO,VPH_5basico,1695
13128,VACUNA BCG,BCG_RN,1162
13128,VACUNA DTPA 1 BASICO,dTpa_1basico,1506
13128,VACUNA DTPA 8 BASICO,dTpa_8basico,1404
13128,VACUNA DTPA GESTANTES,dTpa_Gestantes,1098
13128,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1356
13128,VACUNA HEPATITIS B RN,HepB_RN,1162
13128,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1247
13128,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1285
13128,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1255
13128,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1362
13128,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1302
13128,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1254
13128,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1291
13128,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,214
13128,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1252
13128,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1289
13128,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1307
13128,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,755
13128,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1318
13128,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1138
13128,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1360
13128,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1220
13128,VACUNA VPH 4 BASICO,VPH_4basico,1596
13128,VACUNA VPH 5 BASICO,VPH_5basico,1216
13129,VACUNA BCG,BCG_RN,566
13129,VACUNA DTPA 1 BASICO,dTpa_1basico,759
13129,VACUNA DTPA 8 BASICO,dTpa_8basico,766
13129,VACUNA DTPA GESTANTES,dTpa_Gestantes,606
13129,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,752
13129,VACUNA HEPATITIS B RN,HepB_RN,564
13129,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,703
13129,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,698
13129,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,720
13129,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,749
13129,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,733
13129,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,713
13129,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,699
13129,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,105
13129,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,707
13129,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,699
13129,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,724
13129,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,587
13129,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,726
13129,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,627
13129,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,746
13129,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,650
13129,VACUNA VPH 4 BASICO,VPH_4basico,756
13129,VACUNA VPH 5 BASICO,VPH_5basico,634
13130,VACUNA BCG,BCG_RN,1213
13130,VACUNA DTPA 1 BASICO,dTpa_1basico,1509
13130,VACUNA DTPA 8 BASICO,dTpa_8basico,1599
13130,VACUNA DTPA GESTANTES,dTpa_Gestantes,1775
13130,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1386
13130,VACUNA HEPATITIS B RN,HepB_RN,1203
13130,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1342
13130,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1350
13130,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1380
13130,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1438
13130,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1457
13130,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1346
13130,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1352
13130,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,192
13130,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1347
13130,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1352
13130,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1461
13130,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,721
13130,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1459
13130,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1033
13130,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1437
13130,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1061
13130,VACUNA VPH 4 BASICO,VPH_4basico,1535
13130,VACUNA VPH 5 BASICO,VPH_5basico,1281
