COD_COMUNA_JOIN,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13131,VACUNA BCG,BCG_RN,514
13131,VACUNA DTPA 1 BASICO,dTpa_1basico,792
13131,VACUNA DTPA 8 BASICO,dTpa_8basico,982
13131,VACUNA DTPA GESTANTES,dTpa_Gestantes,516
13131,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,651
13131,VACUNA HEPATITIS B RN,HepB_RN,523
13131,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,548
13131,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,556
13131,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,558
13131,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,649
13131,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,615
13131,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,552
13131,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,556
13131,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,103
13131,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,548
13131,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,554
13131,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,615
13131,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,346
13131,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,617
13131,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,595
13131,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,646
13131,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,590
13131,VACUNA VPH 4 BASICO,VPH_4basico,965
13131,VACUNA VPH 5 BASICO,VPH_5basico,872
13132,VACUNA BCG,BCG_RN,1104
13132,VACUNA DTPA 1 BASICO,dTpa_1basico,1457
13132,VACUNA DTPA 8 BASICO,dTpa_8basico,1306
13132,VACUNA DTPA GESTANTES,dTpa_Gestantes,913
13132,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,645
13132,VACUNA HEPATITIS B RN,HepB_RN,1214
13132,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,965
13132,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,959
13132,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,945
13132,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,832
13132,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,870
13132,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1000
13132,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,975
13132,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,184
13132,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,959
13132,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,957
13132,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,888
13132,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,623
13132,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,905
13132,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,868
13132,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,830
13132,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,888
13132,VACUNA VPH 4 BASICO,VPH_4basico,1407
13132,VACUNA VPH 5 BASICO,VPH_5basico,1279
13201,VACUNA BCG,BCG_RN,4151
13201,VACUNA DTPA 1 BASICO,dTpa_1basico,5722
13201,VACUNA DTPA 8 BASICO,dTpa_8basico,6456
13201,VACUNA DTPA GESTANTES,dTpa_Gestantes,3648
13201,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,4119
13201,VACUNA HEPATITIS B RN,HepB_RN,4152
13201,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3965
13201,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3998
13201,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3982
13201,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,4153
13201,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,4033
13201,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3964
13201,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3984
13201,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,661
13201,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3968
13201,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3996
13201,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,4091
13201,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,2354
13201,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,4122
13201,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,3709
13201,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,4136
13201,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,3692
13201,VACUNA VPH 4 BASICO,VPH_4basico,6466
13201,VACUNA VPH 5 BASICO,VPH_5basico,5317
13202,VACUNA BCG,BCG_RN,202
13202,VACUNA DTPA 1 BASICO,dTpa_1basico,323
13202,VACUNA DTPA 8 BASICO,dTpa_8basico,273
13202,VACUNA DTPA GESTANTES,dTpa_Gestantes,214
13202,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,254
13202,VACUNA HEPATITIS B RN,HepB_RN,216
13202,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,268
13202,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,275
13202,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,273
13202,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,272
13202,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,267
13202,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,268
13202,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,276
13202,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,50
13202,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,268
13202,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,276
13202,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,285
13202,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,235
13202,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,287
13202,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,250
13202,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,272
13202,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,247
13202,VACUNA VPH 4 BASICO,VPH_4basico,339
13202,VACUNA VPH 5 BASICO,VPH_5basico,267
13203,VACUNA BCG,BCG_RN,98
13203,VACUNA DTPA 1 BASICO,dTpa_1basico,157
13203,VACUNA DTPA 8 BASICO,dTpa_8basico,146
13203,VACUNA DTPA GESTANTES,dTpa_Gestantes,196
13203,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,129
13203,VACUNA HEPATITIS B RN,HepB_RN,103
13203,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,139
13203,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,139
13203,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,139
13203,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,130
13203,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,126
13203,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,138
13203,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,137
13203,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,12
13203,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,139
13203,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,140
13203,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,129
13203,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,79
13203,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,131
13203,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,150
13203,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,128
13203,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,149
13203,VACUNA VPH 4 BASICO,VPH_4basico,174
13203,VACUNA VPH 5 BASICO,VPH_5basico,121
13301,VACUNA BCG,BCG_RN,1604
13301,VACUNA DTPA 1 BASICO,dTpa_1basico,2561
13301,VACUNA DTPA 8 BASICO,dTpa_8basico,2717
13301,VACUNA DTPA GESTANTES,dTpa_Gestantes,1611
13301,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2170
13301,VACUNA HEPATITIS B RN,HepB_RN,1566
13301,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1866
13301,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1933
13301,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2015
13301,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2196
13301,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2155
13301,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1888
13301,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1940
13301,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,497
13301,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1864
13301,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1930
13301,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,2157
13301,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,583
13301,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2158
13301,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2035
13301,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2194
13301,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2061
13301,VACUNA VPH 4 BASICO,VPH_4basico,2799
13301,VACUNA VPH 5 BASICO,VPH_5basico,2408
13302,VACUNA BCG,BCG_RN,1295
13302,VACUNA DTPA 1 BASICO,dTpa_1basico,1691
13302,VACUNA DTPA 8 BASICO,dTpa_8basico,1366
13302,VACUNA DTPA GESTANTES,dTpa_Gestantes,1050
13302,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1340
13302,VACUNA HEPATITIS B RN,HepB_RN,1299
13302,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1238
13302,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1266
13302,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1303
13302,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1364
13302,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1346
13302,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1255
13302,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1282
13302,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,276
13302,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1245
13302,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1274
13302,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1339
13302,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,442
13302,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1349
13302,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1225
13302,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1359
13302,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1235
13302,VACUNA VPH 4 BASICO,VPH_4basico,1376
13302,VACUNA VPH 5 BASICO,VPH_5basico,1257
13303,VACUNA BCG,BCG_RN,173
13303,VACUNA DTPA 1 BASICO,dTpa_1basico,277
13303,VACUNA DTPA 8 BASICO,dTpa_8basico,225
13303,VACUNA DTPA GESTANTES,dTpa_Gestantes,174
13303,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,192
13303,VACUNA HEPATITIS B RN,HepB_RN,173
13303,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,180
13303,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,172
13303,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,180
13303,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,193
13303,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,186
13303,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,179
13303,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,172
13303,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,31
13303,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,180
13303,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,173
13303,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,185
13303,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,133
13303,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,188
13303,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,228
13303,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,195
13303,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,229
13303,VACUNA VPH 4 BASICO,VPH_4basico,280
13303,VACUNA VPH 5 BASICO,VPH_5basico,214
13401,VACUNA BCG,BCG_RN,2490
13401,VACUNA DTPA 1 BASICO,dTpa_1basico,3274
13401,VACUNA DTPA 8 BASICO,dTpa_8basico,3645
13401,VACUNA DTPA GESTANTES,dTpa_Gestantes,2164
13401,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2670
13401,VACUNA HEPATITIS B RN,HepB_RN,2472
13401,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2482
13401,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,2442
13401,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2527
13401,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2694
13401,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2648
13401,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2506
13401,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,2450
13401,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,436
13401,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2484
13401,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,2441
13401,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,2661
13401,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1690
13401,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2669
13401,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2302
13401,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2681
13401,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2297
13401,VACUNA VPH 4 BASICO,VPH_4basico,3584
13401,VACUNA VPH 5 BASICO,VPH_5basico,3008
13402,VACUNA BCG,BCG_RN,1211
13402,VACUNA DTPA 1 BASICO,dTpa_1basico,1420
13402,VACUNA DTPA 8 BASICO,dTpa_8basico,1445
13402,VACUNA DTPA GESTANTES,dTpa_Gestantes,1084
13402,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1270
13402,VACUNA HEPATITIS B RN,HepB_RN,1206
13402,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1256
13402,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1323
13402,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1313
13402,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1319
13402,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1259
13402,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1261
13402,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1318
13402,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,214
13402,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1255
13402,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1320
13402,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1290
13402,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,669
13402,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1305
13402,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1161
13402,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1324
13402,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1160
13402,VACUNA VPH 4 BASICO,VPH_4basico,1472
13402,VACUNA VPH 5 BASICO,VPH_5basico,1201
13403,VACUNA BCG,BCG_RN,171
13403,VACUNA DTPA 1 BASICO,dTpa_1basico,285
13403,VACUNA DTPA 8 BASICO,dTpa_8basico,310
13403,VACUNA DTPA GESTANTES,dTpa_Gestantes,186
13403,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,241
13403,VACUNA HEPATITIS B RN,HepB_RN,190
13403,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,210
13403,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,197
13403,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,196
13403,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,244
13403,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,208
13403,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,211
13403,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,196
13403,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,44
13403,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,211
13403,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,197
13403,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,210
13403,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,187
13403,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,210
13403,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,218
13403,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,245
13403,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,223
13403,VACUNA VPH 4 BASICO,VPH_4basico,320
13403,VACUNA VPH 5 BASICO,VPH_5basico,295
13404,VACUNA BCG,BCG_RN,575
13404,VACUNA DTPA 1 BASICO,dTpa_1basico,1086
13404,VACUNA DTPA 8 BASICO,dTpa_8basico,1151
13404,VACUNA DTPA GESTANTES,dTpa_Gestantes,702
13404,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,856
13404,VACUNA HEPATITIS B RN,HepB_RN,565
13404,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,715
13404,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,732
13404,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,752
13404,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,840
13404,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,802
13404,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,743
13404,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,741
13404,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,136
13404,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,717
13404,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,730
13404,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,804
13404,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,612
13404,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,813
13404,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,729
13404,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,856
13404,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,731
13404,VACUNA VPH 4 BASICO,VPH_4basico,1146
13404,VACUNA VPH 5 BASICO,VPH_5basico,932
13501,VACUNA BCG,BCG_RN,1178
13501,VACUNA DTPA 1 BASICO,dTpa_1basico,1580
13501,VACUNA DTPA 8 BASICO,dTpa_8basico,1597
13501,VACUNA DTPA GESTANTES,dTpa_Gestantes,1208
13501,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1512
13501,VACUNA HEPATITIS B RN,HepB_RN,1156
13501,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1381
13501,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1412
13501,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1389
13501,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1491
13501,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1472
13501,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1436
13501,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1432
13501,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,200
13501,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1382
13501,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1411
13501,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1459
13501,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,682
13501,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1469
13501,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1209
13501,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1513
13501,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1218
13501,VACUNA VPH 4 BASICO,VPH_4basico,1781
13501,VACUNA VPH 5 BASICO,VPH_5basico,1201
13502,VACUNA BCG,BCG_RN,65
13502,VACUNA DTPA 1 BASICO,dTpa_1basico,111
13502,VACUNA DTPA 8 BASICO,dTpa_8basico,103
13502,VACUNA DTPA GESTANTES,dTpa_Gestantes,77
13502,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,120
13502,VACUNA HEPATITIS B RN,HepB_RN,63
13502,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,90
13502,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,89
13502,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,105
13502,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,120
13502,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,118
13502,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,95
13502,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,94
13502,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,21
13502,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,90
13502,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,89
13502,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,117
13502,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,70
13502,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,116
13502,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,109
13502,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,120
13502,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,106
13502,VACUNA VPH 4 BASICO,VPH_4basico,124
13502,VACUNA VPH 5 BASICO,VPH_5basico,103
13503,VACUNA BCG,BCG_RN,272
13503,VACUNA DTPA 1 BASICO,dTpa_1basico,428
13503,VACUNA DTPA 8 BASICO,dTpa_8basico,499
13503,VACUNA DTPA GESTANTES,dTpa_Gestantes,226
13503,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,318
13503,VACUNA HEPATITIS B RN,HepB_RN,273
13503,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,274
13503,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,295
13503,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,302
13503,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,318
13503,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,295
13503,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,273
13503,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,294
13503,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,53
13503,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,274
13503,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,295
13503,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,299
13503,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,205
13503,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,297
13503,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,284
13503,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,320
13503,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,282
13503,VACUNA VPH 4 BASICO,VPH_4basico,499
13503,VACUNA VPH 5 BASICO,VPH_5basico,395
13504,VACUNA BCG,BCG_RN,109
13504,VACUNA DTPA 1 BASICO,dTpa_1basico,144
13504,VACUNA DTPA 8 BASICO,dTpa_8basico,131
13504,VACUNA DTPA GESTANTES,dTpa_Gestantes,115
