COD_COMUNA_JOIN,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13104,VACUNA BCG,BCG_RN,787
13104,VACUNA DTPA 1 BASICO,dTpa_1basico,1303
13104,VACUNA DTPA 8 BASICO,dTpa_8basico,1347
13104,VACUNA DTPA GESTANTES,dTpa_Gestantes,779
13104,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1045
13104,VACUNA HEPATITIS B RN,HepB_RN,798
13104,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,883
13104,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,929
13104,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,904
13104,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1059
13104,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,992
13104,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,896
13104,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,927
13104,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,154
13104,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,884
13104,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,927
13104,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1023
13104,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,683
13104,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1030
13104,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,831
13104,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1055
13104,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,843
13104,VACUNA VPH 4 BASICO,VPH_4basico,1494
13104,VACUNA VPH 5 BASICO,VPH_5basico,1477
13105,VACUNA BCG,BCG_RN,1029
13105,VACUNA DTPA 1 BASICO,dTpa_1basico,1999
13105,VACUNA DTPA 8 BASICO,dTpa_8basico,1984
13105,VACUNA DTPA GESTANTES,dTpa_Gestantes,1133
13105,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1584
13105,VACUNA HEPATITIS B RN,HepB_RN,1059
13105,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1279
13105,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1294
13105,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1357
13105,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1577
13105,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1455
13105,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1296
13105,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1300
13105,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,233
13105,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1279
13105,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1298
13105,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1443
13105,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1506
13105,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1448
13105,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1402
13105,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1583
13105,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1420
13105,VACUNA VPH 4 BASICO,VPH_4basico,2194
13105,VACUNA VPH 5 BASICO,VPH_5basico,1973
13106,VACUNA BCG,BCG_RN,1056
13106,VACUNA DTPA 1 BASICO,dTpa_1basico,1456
13106,VACUNA DTPA 8 BASICO,dTpa_8basico,1393
13106,VACUNA DTPA GESTANTES,dTpa_Gestantes,1181
13106,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1478
13106,VACUNA HEPATITIS B RN,HepB_RN,1058
13106,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1400
13106,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1433
13106,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1426
13106,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1482
13106,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1504
13106,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1418
13106,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1431
13106,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,168
13106,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1408
13106,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1435
13106,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1453
13106,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,603
13106,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1479
13106,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1114
13106,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1487
13106,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1142
13106,VACUNA VPH 4 BASICO,VPH_4basico,1544
13106,VACUNA VPH 5 BASICO,VPH_5basico,1501
13107,VACUNA BCG,BCG_RN,800
13107,VACUNA DTPA 1 BASICO,dTpa_1basico,922
13107,VACUNA DTPA 8 BASICO,dTpa_8basico,1047
13107,VACUNA DTPA GESTANTES,dTpa_Gestantes,736
13107,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,847
13107,VACUNA HEPATITIS B RN,HepB_RN,787
13107,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,835
13107,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,811
13107,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,802
13107,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,873
13107,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,842
13107,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,839
13107,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,815
13107,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,196
13107,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,834
13107,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,815
13107,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,858
13107,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,518
13107,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,855
13107,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,752
13107,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,871
13107,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,756
13107,VACUNA VPH 4 BASICO,VPH_4basico,1103
13107,VACUNA VPH 5 BASICO,VPH_5basico,1005
13108,VACUNA BCG,BCG_RN,829
13108,VACUNA DTPA 1 BASICO,dTpa_1basico,1264
13108,VACUNA DTPA 8 BASICO,dTpa_8basico,1303
13108,VACUNA DTPA GESTANTES,dTpa_Gestantes,943
13108,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1172
13108,VACUNA HEPATITIS B RN,HepB_RN,825
13108,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1085
13108,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1047
13108,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1072
13108,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1160
13108,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1156
13108,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1139
13108,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1094
13108,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,173
13108,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1096
13108,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1049
13108,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1117
13108,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,820
13108,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1120
13108,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,940
13108,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1161
13108,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,994
13108,VACUNA VPH 4 BASICO,VPH_4basico,1321
13108,VACUNA VPH 5 BASICO,VPH_5basico,1256
13109,VACUNA BCG,BCG_RN,677
13109,VACUNA DTPA 1 BASICO,dTpa_1basico,1330
13109,VACUNA DTPA 8 BASICO,dTpa_8basico,1633
13109,VACUNA DTPA GESTANTES,dTpa_Gestantes,637
13109,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,790
13109,VACUNA HEPATITIS B RN,HepB_RN,676
13109,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,764
13109,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,798
13109,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,770
13109,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,796
13109,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,838
13109,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,767
13109,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,797
13109,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,132
13109,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,768
13109,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,797
13109,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,823
13109,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,855
13109,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,832
13109,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,730
13109,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,808
13109,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,737
13109,VACUNA VPH 4 BASICO,VPH_4basico,1543
13109,VACUNA VPH 5 BASICO,VPH_5basico,1486
13110,VACUNA BCG,BCG_RN,2951
13110,VACUNA DTPA 1 BASICO,dTpa_1basico,4343
13110,VACUNA DTPA 8 BASICO,dTpa_8basico,4873
13110,VACUNA DTPA GESTANTES,dTpa_Gestantes,2716
13110,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3418
13110,VACUNA HEPATITIS B RN,HepB_RN,2942
13110,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3426
13110,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3546
13110,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3504
13110,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3438
13110,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3509
13110,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3442
13110,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3540
13110,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,572
13110,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3429
13110,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3546
13110,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3515
13110,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,3303
13110,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3548
13110,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2891
13110,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3472
13110,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2907
13110,VACUNA VPH 4 BASICO,VPH_4basico,4819
13110,VACUNA VPH 5 BASICO,VPH_5basico,4637
13111,VACUNA BCG,BCG_RN,733
13111,VACUNA DTPA 1 BASICO,dTpa_1basico,1151
13111,VACUNA DTPA 8 BASICO,dTpa_8basico,1253
13111,VACUNA DTPA GESTANTES,dTpa_Gestantes,814
13111,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1054
13111,VACUNA HEPATITIS B RN,HepB_RN,726
13111,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,938
13111,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,962
13111,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,969
13111,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1055
13111,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1005
13111,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,945
13111,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,967
13111,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,182
13111,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,941
13111,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,964
13111,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1011
13111,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,898
13111,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1011
13111,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,975
13111,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1050
13111,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,981
13111,VACUNA VPH 4 BASICO,VPH_4basico,1351
13111,VACUNA VPH 5 BASICO,VPH_5basico,1321
13112,VACUNA BCG,BCG_RN,1322
13112,VACUNA DTPA 1 BASICO,dTpa_1basico,1961
13112,VACUNA DTPA 8 BASICO,dTpa_8basico,2041
13112,VACUNA DTPA GESTANTES,dTpa_Gestantes,1124
13112,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1522
13112,VACUNA HEPATITIS B RN,HepB_RN,1339
13112,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1344
13112,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1366
13112,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1394
13112,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1528
13112,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1432
13112,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1348
13112,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1370
13112,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,224
13112,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1344
13112,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1367
13112,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1430
13112,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,904
13112,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1456
13112,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1403
13112,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1529
13112,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1410
13112,VACUNA VPH 4 BASICO,VPH_4basico,2204
13112,VACUNA VPH 5 BASICO,VPH_5basico,2113
13113,VACUNA BCG,BCG_RN,504
13113,VACUNA DTPA 1 BASICO,dTpa_1basico,1541
13113,VACUNA DTPA 8 BASICO,dTpa_8basico,1561
13113,VACUNA DTPA GESTANTES,dTpa_Gestantes,417
13113,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,503
13113,VACUNA HEPATITIS B RN,HepB_RN,481
13113,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,496
13113,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,529
13113,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,534
13113,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,621
13113,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,546
13113,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,511
13113,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,532
13113,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,134
13113,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,496
13113,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,534
13113,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,573
13113,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,710
13113,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,579
13113,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,558
13113,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,626
13113,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,563
13113,VACUNA VPH 4 BASICO,VPH_4basico,1791
13113,VACUNA VPH 5 BASICO,VPH_5basico,1577
13114,VACUNA BCG,BCG_RN,2554
13114,VACUNA DTPA 1 BASICO,dTpa_1basico,2529
13114,VACUNA DTPA 8 BASICO,dTpa_8basico,2790
13114,VACUNA DTPA GESTANTES,dTpa_Gestantes,2659
13114,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,2216
13114,VACUNA HEPATITIS B RN,HepB_RN,2634
13114,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,2857
13114,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,2885
13114,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2923
13114,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,2875
13114,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,2815
13114,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,2925
13114,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,2921
13114,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,739
13114,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,2863
13114,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,2892
13114,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3000
13114,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1997
13114,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,2991
13114,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2473
13114,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,2856
13114,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2488
13114,VACUNA VPH 4 BASICO,VPH_4basico,2652
13114,VACUNA VPH 5 BASICO,VPH_5basico,2589
13115,VACUNA BCG,BCG_RN,883
13115,VACUNA DTPA 1 BASICO,dTpa_1basico,1286
13115,VACUNA DTPA 8 BASICO,dTpa_8basico,1447
13115,VACUNA DTPA GESTANTES,dTpa_Gestantes,795
13115,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1042
13115,VACUNA HEPATITIS B RN,HepB_RN,825
13115,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,991
13115,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,962
13115,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1018
13115,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1120
13115,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1099
13115,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1026
13115,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,986
13115,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,274
13115,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,987
13115,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,963
13115,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1127
13115,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,613
13115,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1131
13115,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1043
13115,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1119
13115,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1050
13115,VACUNA VPH 4 BASICO,VPH_4basico,1516
