COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
13124,Pudahuel,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1924
13125,Quilicura,VACUNA BCG,BCG_HepB_RN,1663
13125,Quilicura,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,2392
13125,Quilicura,VACUNA HEPATITIS B RN,BCG_HepB_RN,1654
13125,Quilicura,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1839
13125,Quilicura,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,2188
13125,Quilicura,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,2058
13125,Quilicura,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,2510
13125,Quilicura,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,2132
13125,Quilicura,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2332
13125,Quilicura,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,2462
13125,Quilicura,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2170
13126,Quinta Normal,VACUNA BCG,BCG_HepB_RN,1098
13126,Quinta Normal,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1099
13126,Quinta Normal,VACUNA HEPATITIS B RN,BCG_HepB_RN,916
13126,Quinta Normal,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1046
13126,Quinta Normal,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1220
13126,Quinta Normal,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1077
13126,Quinta Normal,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1317
13126,Quinta Normal,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1119
13126,Quinta Normal,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,870
13126,Quinta Normal,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1129
13126,Quinta Normal,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,920
13127,Recoleta,VACUNA BCG,BCG_HepB_RN,1247
13127,Recoleta,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1536
13127,Recoleta,VACUNA HEPATITIS B RN,BCG_HepB_RN,1236
13127,Recoleta,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1352
13127,Recoleta,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1537
13127,Recoleta,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1350
13127,Recoleta,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,2043
13127,Recoleta,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1617
13127,Recoleta,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1987
13127,Recoleta,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1545
13127,Recoleta,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1368
13128,Renca,VACUNA BCG,BCG_HepB_RN,1237
13128,Renca,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1517
13128,Renca,VACUNA HEPATITIS B RN,BCG_HepB_RN,1204
13128,Renca,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1304
13128,Renca,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1451
13128,Renca,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1387
13128,Renca,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,2017
13128,Renca,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1537
13128,Renca,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1546
13128,Renca,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1518
13128,Renca,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1405
13129,San Joaquín,VACUNA BCG,BCG_HepB_RN,661
13129,San Joaquín,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,864
13129,San Joaquín,VACUNA HEPATITIS B RN,BCG_HepB_RN,639
13129,San Joaquín,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,745
13129,San Joaquín,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,856
13129,San Joaquín,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,770
13129,San Joaquín,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1055
13129,San Joaquín,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,881
13129,San Joaquín,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,938
13129,San Joaquín,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,846
13129,San Joaquín,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,790
13130,San Miguel,VACUNA BCG,BCG_HepB_RN,1379
13130,San Miguel,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1507
13130,San Miguel,VACUNA HEPATITIS B RN,BCG_HepB_RN,1371
13130,San Miguel,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1441
13130,San Miguel,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1604
13130,San Miguel,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1520
13130,San Miguel,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1936
13130,San Miguel,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1595
13130,San Miguel,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1412
13130,San Miguel,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1580
13130,San Miguel,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1209
13131,San Ramón,VACUNA BCG,BCG_HepB_RN,571
13131,San Ramón,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,719
13131,San Ramón,VACUNA HEPATITIS B RN,BCG_HepB_RN,569
13131,San Ramón,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,580
13131,San Ramón,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,678
13131,San Ramón,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,643
13131,San Ramón,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,985
13131,San Ramón,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,806
13131,San Ramón,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,972
13131,San Ramón,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,695
13131,San Ramón,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,644
13132,Vitacura,VACUNA BCG,BCG_HepB_RN,1147
13132,Vitacura,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,696
13132,Vitacura,VACUNA HEPATITIS B RN,BCG_HepB_RN,1231
13132,Vitacura,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,983
13132,Vitacura,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,928
13132,Vitacura,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,908
13132,Vitacura,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1514
13132,Vitacura,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,932
13132,Vitacura,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,876
13132,Vitacura,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1048
13132,Vitacura,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1077
13201,Puente Alto,VACUNA BCG,BCG_HepB_RN,4201
13201,Puente Alto,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,4427
13201,Puente Alto,VACUNA HEPATITIS B RN,BCG_HepB_RN,4062
13201,Puente Alto,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,4083
13201,Puente Alto,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,4301
13201,Puente Alto,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,4174
13201,Puente Alto,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,4001
13201,Puente Alto,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,4251
13201,Puente Alto,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,4014
13201,Puente Alto,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,4538
13201,Puente Alto,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,4094
13202,Pirque,VACUNA BCG,BCG_HepB_RN,204
13202,Pirque,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,279
13202,Pirque,VACUNA HEPATITIS B RN,BCG_HepB_RN,211
13202,Pirque,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,283
13202,Pirque,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,262
13202,Pirque,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,290
13202,Pirque,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,592
13202,Pirque,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,296
13202,Pirque,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,250
13202,Pirque,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,302
13202,Pirque,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,234
13203,San José de Maipo,VACUNA BCG,BCG_HepB_RN,98
13203,San José de Maipo,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,135
13203,San José de Maipo,VACUNA HEPATITIS B RN,BCG_HepB_RN,102
13203,San José de Maipo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,142
13203,San José de Maipo,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,146
13203,San José de Maipo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,139
13203,San José de Maipo,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,171
13203,San José de Maipo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,143
13203,San José de Maipo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,184
13203,San José de Maipo,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,132
13203,San José de Maipo,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,172
13301,Colina,VACUNA BCG,BCG_HepB_RN,1765
13301,Colina,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,2268
13301,Colina,VACUNA HEPATITIS B RN,BCG_HepB_RN,1723
13301,Colina,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2068
13301,Colina,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,2250
13301,Colina,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,2243
13301,Colina,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1316
13301,Colina,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,2276
13301,Colina,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2347
13301,Colina,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,2492
13301,Colina,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2520
13302,Lampa,VACUNA BCG,BCG_HepB_RN,1405
13302,Lampa,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1476
13302,Lampa,VACUNA HEPATITIS B RN,BCG_HepB_RN,1385
13302,Lampa,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1351
13302,Lampa,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1511
13302,Lampa,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1469
13302,Lampa,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1071
13302,Lampa,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1715
13302,Lampa,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2088
13302,Lampa,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1533
13302,Lampa,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1380
13303,Tiltil,VACUNA BCG,BCG_HepB_RN,180
13303,Tiltil,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,203
13303,Tiltil,VACUNA HEPATITIS B RN,BCG_HepB_RN,173
13303,Tiltil,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,184
13303,Tiltil,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,205
13303,Tiltil,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,205
13303,Tiltil,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,440
13303,Tiltil,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,263
13303,Tiltil,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,386
13303,Tiltil,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,228
13303,Tiltil,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,273
13401,San Bernardo,VACUNA BCG,BCG_HepB_RN,2661
13401,San Bernardo,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,2922
13401,San Bernardo,VACUNA HEPATITIS B RN,BCG_HepB_RN,2565
13401,San Bernardo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,2584
13401,San Bernardo,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,2880
13401,San Bernardo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,2812
13401,San Bernardo,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,2643
13401,San Bernardo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,2909
13401,San Bernardo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2986
13401,San Bernardo,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,2950
13401,San Bernardo,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,2497
13402,Buin,VACUNA BCG,BCG_HepB_RN,1299
13402,Buin,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1379
13402,Buin,VACUNA HEPATITIS B RN,BCG_HepB_RN,1281
13402,Buin,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1335
13402,Buin,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1312
13402,Buin,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1331
13402,Buin,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1031
13402,Buin,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1361
13402,Buin,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1162
13402,Buin,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1474
13402,Buin,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1235
13403,Calera De Tango,VACUNA BCG,BCG_HepB_RN,176
13403,Calera De Tango,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,251
13403,Calera De Tango,VACUNA HEPATITIS B RN,BCG_HepB_RN,195
13403,Calera De Tango,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,202
13403,Calera De Tango,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,225
13403,Calera De Tango,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,224
13403,Calera De Tango,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,389
13403,Calera De Tango,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,244
13403,Calera De Tango,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,285
13403,Calera De Tango,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,267
13403,Calera De Tango,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,238
13404,Paine,VACUNA BCG,BCG_HepB_RN,660
13404,Paine,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,928
13404,Paine,VACUNA HEPATITIS B RN,BCG_HepB_RN,633
13404,Paine,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,766
13404,Paine,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,912
13404,Paine,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,828
13404,Paine,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,1099
13404,Paine,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,987
13404,Paine,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,969
13404,Paine,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,914
13404,Paine,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,731
13501,Melipilla,VACUNA BCG,BCG_HepB_RN,1452
13501,Melipilla,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,1632
13501,Melipilla,VACUNA HEPATITIS B RN,BCG_HepB_RN,1400
13501,Melipilla,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1451
13501,Melipilla,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,1573
13501,Melipilla,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,1509
13501,Melipilla,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,2119
13501,Melipilla,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,1539
13501,Melipilla,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1358
13501,Melipilla,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,1710
13501,Melipilla,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,1422
13502,Alhué,VACUNA BCG,BCG_HepB_RN,73
13502,Alhué,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,128
13502,Alhué,VACUNA HEPATITIS B RN,BCG_HepB_RN,75
13502,Alhué,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,105
13502,Alhué,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,131
13502,Alhué,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,121
13502,Alhué,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,109
13502,Alhué,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,124
13502,Alhué,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,120
13502,Alhué,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,125
13502,Alhué,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,112
13503,Curacavi,VACUNA BCG,BCG_HepB_RN,276
13503,Curacavi,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,341
13503,Curacavi,VACUNA HEPATITIS B RN,BCG_HepB_RN,257
13503,Curacavi,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,312
13503,Curacavi,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,330
13503,Curacavi,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,332
13503,Curacavi,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,510
13503,Curacavi,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,330
13503,Curacavi,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,292
13503,Curacavi,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,374
13503,Curacavi,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,288
13504,María Pinto,VACUNA BCG,BCG_HepB_RN,119
13504,María Pinto,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,224
13504,María Pinto,VACUNA HEPATITIS B RN,BCG_HepB_RN,119
13504,María Pinto,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,143
13504,María Pinto,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,180
13504,María Pinto,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,176
13504,María Pinto,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,224
13504,María Pinto,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,180
13504,María Pinto,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,136
13504,María Pinto,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,204
13504,María Pinto,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,151
13505,San Pedro,VACUNA BCG,BCG_HepB_RN,138
13505,San Pedro,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,176
13505,San Pedro,VACUNA HEPATITIS B RN,BCG_HepB_RN,167
13505,San Pedro,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,158
13505,San Pedro,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,171
13505,San Pedro,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,175
13505,San Pedro,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,437
13505,San Pedro,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,175
13505,San Pedro,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,103
13505,San Pedro,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,186
13505,San Pedro,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,116
13601,Talagante,VACUNA BCG,BCG_HepB_RN,654
13601,Talagante,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,759
13601,Talagante,VACUNA HEPATITIS B RN,BCG_HepB_RN,634
13601,Talagante,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,735
13601,Talagante,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,739
13601,Talagante,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,720
13601,Talagante,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,876
13601,Talagante,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,735
13601,Talagante,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,699
13601,Talagante,VACUNA VARICELA 1RA DOSIS,Varicela_1d_HepA_18m,814
13601,Talagante,VACUNA VARICELA 2DA DOSIS,Trivirica_2d_Varicela_2d_36m,790
13602,El Monte,VACUNA BCG,BCG_HepB_RN,321
13602,El Monte,VACUNA HEPATITIS A PEDIATRICA,Varicela_1d_HepA_18m,332
13602,El Monte,VACUNA HEPATITIS B RN,BCG_HepB_RN,319
13602,El Monte,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,308
13602,El Monte,VACUNA MENINGOCOCICA DOSIS UNICA,Trivirica_1d_Neumo_Meningo_12m,257
13602,El Monte,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Trivirica_1d_Neumo_Meningo_12m,311
13602,El Monte,VACUNA NEUMOCOCICA POLISACARIDA 23V ADULTOS,NEUMO_23V_65,412
13602,El Monte,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Trivirica_1d_Neumo_Meningo_12m,315
