COD_COMUNA_JOIN,COMUNA_CALCULO,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS,POBLACION_OBJETIVO,PORC_COBERTURA
13603,Isla de Maipo,VACUNA DTPA 1 BASICO,dTpa_1basico,420,446.0,94.2
13603,Isla de Maipo,VACUNA DTPA 8 BASICO,dTpa_8basico,462,539.0,85.7
13603,Isla de Maipo,VACUNA DTPA GESTANTES,dTpa_Gestantes,298,375.0,79.5
13603,Isla de Maipo,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,388,370.0,104.9
13603,Isla de Maipo,VACUNA HEPATITIS B RN,HepB_RN,309,333.0,92.8
13603,Isla de Maipo,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,325,329.0,98.8
13603,Isla de Maipo,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,338,337.0,100.3
13603,Isla de Maipo,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,349,345.0,101.2
13603,Isla de Maipo,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,391,370.0,105.7
13603,Isla de Maipo,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,376,363.0,103.6
13603,Isla de Maipo,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,333,329.0,101.2
13603,Isla de Maipo,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,342,337.0,101.5
13603,Isla de Maipo,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,66,370.0,17.8
13603,Isla de Maipo,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,324,329.0,98.5
13603,Isla de Maipo,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,338,337.0,100.3
13603,Isla de Maipo,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,374,363.0,103.0
13603,Isla de Maipo,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,230,371.0,62.0
13603,Isla de Maipo,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,377,363.0,103.9
13603,Isla de Maipo,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,357,358.0,99.7
13603,Isla de Maipo,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,393,370.0,106.2
13603,Isla de Maipo,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,363,358.0,101.4
13603,Isla de Maipo,VACUNA VPH 4 BASICO,VPH_4basico,478,529.0,90.4
13603,Isla de Maipo,VACUNA VPH 5 BASICO,VPH_5basico,413,505.0,81.8
13604,Padre Hurtado,VACUNA BCG,BCG_RN,674,781.0,86.3
13604,Padre Hurtado,VACUNA DTPA 1 BASICO,dTpa_1basico,991,1077.0,92.0
13604,Padre Hurtado,VACUNA DTPA 8 BASICO,dTpa_8basico,993,1137.0,87.3
13604,Padre Hurtado,VACUNA DTPA GESTANTES,dTpa_Gestantes,574,907.0,63.3
13604,Padre Hurtado,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,801,953.0,84.1
13604,Padre Hurtado,VACUNA HEPATITIS B RN,HepB_RN,669,781.0,85.7
13604,Padre Hurtado,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,728,783.0,93.0
13604,Padre Hurtado,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,759,817.0,92.9
13604,Padre Hurtado,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,779,846.0,92.1
13604,Padre Hurtado,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,809,953.0,84.9
13604,Padre Hurtado,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,799,886.0,90.2
13604,Padre Hurtado,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,728,783.0,93.0
13604,Padre Hurtado,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,762,817.0,93.3
13604,Padre Hurtado,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,158,953.0,16.6
13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,730,783.0,93.2
13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,761,817.0,93.1
13604,Padre Hurtado,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,789,886.0,89.1
13604,Padre Hurtado,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,335,709.0,47.2
13604,Padre Hurtado,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,797,886.0,90.0
13604,Padre Hurtado,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,684,866.0,79.0
13604,Padre Hurtado,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,807,953.0,84.7
13604,Padre Hurtado,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,691,866.0,79.8
13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,1031,1150.0,89.7
13604,Padre Hurtado,VACUNA VPH 5 BASICO,VPH_5basico,922,1157.0,79.7
13605,Peñaflor,VACUNA BCG,BCG_RN,630,665.0,94.7
13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,1009,1107.0,91.1
13605,Peñaflor,VACUNA DTPA 8 BASICO,dTpa_8basico,1136,1336.0,85.0
13605,Peñaflor,VACUNA DTPA GESTANTES,dTpa_Gestantes,590,915.0,64.5
13605,Peñaflor,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,828,890.0,93.0
13605,Peñaflor,VACUNA HEPATITIS B RN,HepB_RN,635,665.0,95.5
13605,Peñaflor,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,652,670.0,97.3
13605,Peñaflor,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,701,709.0,98.9
13605,Peñaflor,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,694,711.0,97.6
13605,Peñaflor,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,831,890.0,93.4
13605,Peñaflor,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,767,791.0,97.0
13605,Peñaflor,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,657,670.0,98.1
13605,Peñaflor,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,704,709.0,99.3
13605,Peñaflor,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,139,890.0,15.6
13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,653,670.0,97.5
13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,701,709.0,98.9
13605,Peñaflor,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,766,791.0,96.8
13605,Peñaflor,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,619,932.0,66.4
13605,Peñaflor,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,767,791.0,97.0
13605,Peñaflor,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,729,874.0,83.4
13605,Peñaflor,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,833,890.0,93.6
13605,Peñaflor,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,732,874.0,83.8
13605,Peñaflor,VACUNA VPH 4 BASICO,VPH_4basico,1136,1294.0,87.8
13605,Peñaflor,VACUNA VPH 5 BASICO,VPH_5basico,1004,1173.0,85.6
